,Agriculture,Forestry,Fishery,Mining Oil&Gas,Remainder Mining,Supporting Mining,Food Supplements,Beverages,Tobacco,Textile&Clothing,Wood,Paper,Graphical,Oil,Chemical,Pharmaceutical,Rubber&Plastic,Building Material,Raw Metal,Metal Product,Electrotechnical,Electrical devices,Machines,Car,Remainder Transport,Furniture,Remainder industry,Reparation Machines,Energy,Waterpipes,Sewerage,General Building,Ground&Water Building,Specialized building,Car trade&repair,Wholesale,Retail,Land Transport,Water Transport,Air Transport,Storage for transport,Postal,Lodging,Restaurants,Publishers,"Production of TV, radio & music",Broadcasting,Telecommunication,IT-services,Info services,Banking,Insurers&pensions,Remainder Financial Services,Rental,Exploitation real estate,Legal,Holdings,Architecture,Research,Advertising,Design,Veterinary,Rental of movable property,Employment Agencies,Travel services,Security,Cleaning,Remaining Services,Public services,Education,Healthcare,Caretaking,Creative,Libraries&Archives,Lotteries,Sport,Hobby Associations,Reparation goods,Remainder of Personal Service Provision,Households with personnel
Remainder Transport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,27.0,0.0,2.0,0.0,435.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,10.0,10.0,56.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Furniture,5.0,0.0,0.0,1.0,0.0,1.0,9.0,2.0,0.0,0.0,27.0,1.0,0.0,0.0,5.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,13.0,18.0,133.0,6.0,12.0,0.0,0.0,4.0,61.0,0.0,3.0,3.0,37.0,64.0,7.0,3.0,1.0,4.0,0.0,14.0,20.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0
Remainder industry,66.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,4.0,5.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,3.0,6.0,12.0,2.0,6.0,2.0,182.0,5.0,0.0,0.0,7.0,12.0,9.0,17.0,3.0,60.0,20.0,4.0,0.0,0.0,7.0,4.0,4.0,9.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,0.0,3.0,0.0,6.0,9.0,3.0,0.0,0.0,15.0,0.0,6.0,17.0,13.0,253.0,32.0,12.0,17.0,7.0,7.0,0.0,12.0,0.0,0.0,5.0,0.0
Reparation Machines,362.0,12.0,9.0,119.0,20.0,13.0,319.0,35.0,2.0,8.0,12.0,73.0,25.0,80.0,360.0,35.0,59.0,82.0,360.0,172.0,33.0,55.0,422.0,25.0,896.0,9.0,6.0,319.0,154.0,6.0,125.0,149.0,118.0,327.0,0.0,283.0,183.0,109.0,94.0,1014.0,127.0,1.0,41.0,133.0,4.0,0.0,0.0,29.0,128.0,13.0,5.0,5.0,9.0,0.0,95.0,30.0,218.0,70.0,26.0,8.0,3.0,1.0,142.0,9.0,0.0,35.0,33.0,16.0,298.0,5.0,16.0,9.0,1.0,1.0,1.0,3.0,0.0,3.0,21.0,0.0
Energy,283.0,3.0,3.0,846.0,30.0,4.0,224.0,12.0,162.0,13.0,10.0,61.0,14.0,147.0,687.0,10.0,85.0,74.0,217.0,103.0,9.0,34.0,78.0,21.0,20.0,30.0,18.0,25.0,2110.0,35.0,91.0,29.0,15.0,46.0,119.0,433.0,608.0,135.0,7.0,4.0,131.0,13.0,117.0,213.0,8.0,12.0,3.0,65.0,52.0,30.0,34.0,26.0,19.0,56.0,170.0,42.0,58.0,33.0,21.0,16.0,14.0,3.0,19.0,14.0,8.0,1.0,29.0,35.0,254.0,166.0,111.0,150.0,57.0,40.0,49.0,135.0,83.0,6.0,66.0,0.0
Waterpipes,37.0,0.0,0.0,4.0,12.0,15.0,61.0,4.0,16.0,0.0,4.0,1.0,1.0,7.0,35.0,7.0,6.0,8.0,37.0,7.0,3.0,1.0,3.0,3.0,0.0,1.0,2.0,5.0,10.0,9.0,27.0,4.0,2.0,10.0,4.0,15.0,13.0,4.0,1.0,0.0,2.0,1.0,19.0,7.0,1.0,1.0,0.0,2.0,1.0,2.0,7.0,7.0,6.0,0.0,10.0,8.0,22.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,35.0,13.0,16.0,20.0,7.0,1.0,0.0,10.0,8.0,1.0,6.0,0.0
Sewerage,396.0,0.0,2.0,5.0,14.0,0.0,192.0,8.0,4.0,3.0,1.0,31.0,12.0,11.0,290.0,2.0,151.0,142.0,715.0,281.0,20.0,25.0,21.0,5.0,2.0,3.0,3.0,5.0,17.0,2.0,2228.0,123.0,159.0,122.0,17.0,150.0,41.0,10.0,3.0,1.0,17.0,9.0,19.0,23.0,1.0,3.0,2.0,17.0,20.0,1.0,12.0,16.0,26.0,2.0,45.0,15.0,185.0,9.0,9.0,2.0,3.0,0.0,4.0,5.0,3.0,0.0,3.0,9.0,1064.0,53.0,120.0,68.0,7.0,9.0,4.0,32.0,10.0,0.0,3.0,0.0
General Building,127.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,13.0,0.0,0.0,15.0,1.0,1.0,0.0,2.0,15.0,10.0,15.0,11.0,5046.0,774.0,671.0,9.0,98.0,23.0,7.0,2.0,3.0,70.0,3.0,15.0,15.0,0.0,1.0,0.0,43.0,8.0,0.0,5.0,4.0,3.0,2843.0,2210.0,21.0,263.0,491.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,301.0,325.0,94.0,186.0,5.0,1.0,6.0,30.0,13.0,0.0,3.0,0.0
Ground&Water Building,5.0,8.0,1.0,1.0,3.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,9.0,1.0,3.0,9.0,3.0,6.0,1115.0,42.0,5.0,1663.0,940.0,997.0,3.0,102.0,13.0,33.0,0.0,0.0,420.0,0.0,11.0,20.0,0.0,0.0,1.0,216.0,0.0,0.0,0.0,0.0,0.0,28.0,55.0,0.0,5.0,170.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1984.0,12.0,4.0,25.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0
Specialized building,252.0,7.0,1.0,12.0,4.0,1.0,90.0,8.0,1.0,7.0,8.0,17.0,9.0,9.0,115.0,13.0,16.0,13.0,43.0,43.0,5.0,3.0,34.0,13.0,43.0,3.0,13.0,15.0,57.0,11.0,31.0,11877.0,3712.0,6428.0,22.0,162.0,131.0,51.0,18.0,24.0,223.0,6.0,28.0,43.0,4.0,5.0,1.0,264.0,36.0,5.0,22.0,19.0,14.0,3490.0,3001.0,16.0,312.0,120.0,33.0,9.0,4.0,1.0,30.0,16.0,0.0,3.0,31.0,11.0,821.0,434.0,144.0,262.0,21.0,7.0,19.0,66.0,27.0,2.0,18.0,0.0
Car trade&repair,69.0,9.0,0.0,4.0,4.0,3.0,79.0,4.0,0.0,5.0,9.0,3.0,8.0,2.0,23.0,3.0,7.0,18.0,14.0,42.0,4.0,8.0,31.0,42.0,5.0,17.0,12.0,23.0,4.0,4.0,111.0,75.0,49.0,228.0,2892.0,460.0,142.0,768.0,0.0,0.0,80.0,48.0,5.0,35.0,7.0,10.0,1.0,30.0,53.0,14.0,54.0,61.0,41.0,0.0,58.0,52.0,332.0,58.0,6.0,35.0,22.0,2.0,1305.0,21.0,3.0,22.0,74.0,14.0,130.0,98.0,72.0,60.0,28.0,13.0,3.0,43.0,39.0,4.0,14.0,0.0
Wholesale,244.0,8.0,3.0,22.0,15.0,7.0,723.0,86.0,19.0,34.0,29.0,185.0,44.0,65.0,514.0,51.0,133.0,90.0,505.0,152.0,67.0,159.0,415.0,87.0,70.0,27.0,29.0,49.0,129.0,5.0,359.0,170.0,90.0,255.0,78.0,3601.0,664.0,101.0,33.0,26.0,160.0,47.0,50.0,121.0,52.0,23.0,12.0,82.0,723.0,198.0,21.0,46.0,37.0,0.0,112.0,123.0,344.0,223.0,37.0,58.0,63.0,1.0,164.0,56.0,23.0,10.0,42.0,42.0,275.0,33.0,74.0,67.0,19.0,12.0,9.0,23.0,20.0,21.0,17.0,0.0
Retail,5.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,0.0,1.0,2.0,6.0,1.0,0.0,12.0,0.0,7.0,6.0,3.0,2.0,6.0,8.0,5.0,3.0,0.0,1.0,0.0,4.0,1.0,0.0,4.0,0.0,3.0,14.0,13.0,51.0,1078.0,9.0,1.0,0.0,5.0,10.0,3.0,5.0,0.0,0.0,0.0,197.0,3.0,0.0,6.0,4.0,3.0,0.0,12.0,5.0,28.0,7.0,0.0,4.0,36.0,0.0,26.0,0.0,0.0,0.0,9.0,0.0,8.0,6.0,6.0,0.0,4.0,4.0,3.0,5.0,2.0,0.0,0.0,0.0
Land Transport,84.0,0.0,3.0,13.0,4.0,1.0,63.0,12.0,2.0,9.0,3.0,12.0,11.0,136.0,83.0,5.0,15.0,10.0,17.0,38.0,39.0,35.0,36.0,19.0,11.0,3.0,2.0,2.0,12.0,0.0,485.0,23.0,26.0,39.0,129.0,1047.0,177.0,6612.0,27.0,20.0,224.0,13.0,8.0,14.0,13.0,23.0,5.0,23.0,40.0,5.0,18.0,34.0,26.0,0.0,13.0,12.0,161.0,15.0,7.0,8.0,5.0,0.0,19.0,21.0,331.0,1.0,3.0,3.0,230.0,61.0,128.0,155.0,13.0,6.0,1.0,22.0,41.0,0.0,6.0,0.0
Water Transport,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,0.0,170.0,622.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Air Transport,10.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,7.0,0.0,1.0,0.0,2.0,0.0,1.0,1036.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,24.0,11.0,2.0,0.0,169.0,64.0,10.0,2.0,2.0,0.0,1.0,1.0,13.0,4.0,1.0,5.0,4.0,0.0,0.0,9.0,2.0,98.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,696.0,0.0,0.0,1.0,27.0,21.0,53.0,28.0,2.0,1.0,4.0,2.0,3.0,0.0,1.0,0.0
Storage for transport,57.0,0.0,8.0,36.0,0.0,3.0,55.0,3.0,2.0,3.0,2.0,0.0,2.0,481.0,271.0,0.0,2.0,4.0,4.0,3.0,10.0,1.0,4.0,4.0,5.0,0.0,2.0,3.0,47.0,0.0,7.0,8.0,5.0,20.0,86.0,557.0,76.0,567.0,428.0,572.0,4186.0,14.0,7.0,5.0,2.0,2.0,1.0,20.0,35.0,3.0,11.0,16.0,13.0,0.0,4.0,5.0,271.0,7.0,0.0,9.0,4.0,1.0,8.0,6.0,0.0,1.0,2.0,70.0,230.0,8.0,3.0,7.0,5.0,2.0,0.0,0.0,0.0,2.0,8.0,0.0
Postal,27.0,0.0,1.0,0.0,0.0,0.0,23.0,1.0,0.0,1.0,2.0,3.0,5.0,3.0,7.0,3.0,3.0,6.0,3.0,13.0,6.0,1.0,19.0,6.0,4.0,3.0,5.0,7.0,25.0,3.0,3.0,23.0,12.0,48.0,27.0,290.0,180.0,124.0,6.0,2.0,37.0,1285.0,15.0,27.0,42.0,10.0,3.0,54.0,28.0,9.0,78.0,25.0,24.0,0.0,129.0,39.0,152.0,17.0,5.0,12.0,11.0,1.0,14.0,13.0,5.0,10.0,12.0,6.0,411.0,133.0,113.0,177.0,24.0,13.0,6.0,20.0,28.0,2.0,9.0,0.0
Lodging,5.0,0.0,0.0,6.0,1.0,6.0,30.0,4.0,1.0,2.0,4.0,3.0,3.0,2.0,15.0,2.0,4.0,4.0,12.0,16.0,14.0,10.0,27.0,4.0,3.0,2.0,5.0,6.0,11.0,1.0,6.0,13.0,10.0,32.0,27.0,188.0,75.0,34.0,17.0,22.0,13.0,10.0,181.0,69.0,13.0,17.0,7.0,23.0,68.0,7.0,44.0,37.0,31.0,0.0,14.0,52.0,134.0,33.0,13.0,5.0,7.0,1.0,8.0,66.0,68.0,3.0,22.0,5.0,75.0,50.0,66.0,52.0,16.0,5.0,0.0,11.0,9.0,1.0,7.0,0.0
Restaurants,8.0,1.0,0.0,9.0,1.0,4.0,79.0,14.0,3.0,5.0,3.0,3.0,6.0,5.0,32.0,4.0,9.0,8.0,20.0,24.0,36.0,23.0,25.0,10.0,16.0,8.0,12.0,7.0,31.0,2.0,5.0,30.0,11.0,45.0,27.0,296.0,57.0,58.0,16.0,430.0,52.0,19.0,29.0,92.0,12.0,19.0,12.0,24.0,81.0,14.0,52.0,44.0,39.0,0.0,18.0,54.0,204.0,26.0,28.0,12.0,18.0,1.0,19.0,22.0,17.0,8.0,88.0,11.0,138.0,36.0,449.0,353.0,12.0,5.0,7.0,61.0,28.0,1.0,10.0,0.0
Publishers,3.0,0.0,0.0,3.0,1.0,2.0,25.0,3.0,0.0,3.0,8.0,8.0,10.0,1.0,16.0,4.0,6.0,3.0,5.0,17.0,7.0,2.0,14.0,6.0,11.0,10.0,9.0,9.0,7.0,1.0,11.0,15.0,7.0,28.0,23.0,188.0,67.0,30.0,4.0,1.0,28.0,1.0,14.0,38.0,306.0,14.0,8.0,19.0,95.0,10.0,50.0,29.0,20.0,0.0,41.0,40.0,81.0,18.0,32.0,219.0,6.0,0.0,11.0,29.0,11.0,2.0,10.0,15.0,248.0,384.0,195.0,103.0,5.0,13.0,1.0,3.0,15.0,2.0,6.0,0.0
"Production of TV, radio & music",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,6.0,10.0,29.0,21.0,0.0,0.0,2.0,2.0,2.0,1.0,7.0,49.0,366.0,199.0,3.0,7.0,0.0,11.0,3.0,2.0,0.0,11.0,5.0,13.0,9.0,3.0,1065.0,3.0,0.0,33.0,4.0,1.0,0.0,2.0,4.0,51.0,2.0,8.0,6.0,1.0,3.0,2.0,2.0,2.0,0.0,3.0,0.0
Broadcasting,4.0,0.0,0.0,0.0,0.0,0.0,38.0,8.0,2.0,4.0,0.0,5.0,3.0,0.0,6.0,4.0,6.0,2.0,5.0,7.0,6.0,9.0,8.0,0.0,0.0,4.0,5.0,5.0,4.0,0.0,1.0,10.0,0.0,16.0,25.0,64.0,56.0,3.0,0.0,5.0,7.0,4.0,5.0,14.0,20.0,100.0,58.0,8.0,31.0,8.0,20.0,11.0,10.0,0.0,30.0,19.0,31.0,14.0,10.0,288.0,7.0,0.0,17.0,15.0,4.0,0.0,6.0,11.0,23.0,10.0,6.0,9.0,7.0,5.0,5.0,7.0,9.0,0.0,7.0,0.0
Telecommunication,68.0,0.0,4.0,1.0,3.0,2.0,49.0,4.0,1.0,7.0,8.0,13.0,14.0,8.0,27.0,5.0,16.0,15.0,10.0,34.0,22.0,6.0,45.0,10.0,8.0,17.0,17.0,22.0,43.0,10.0,21.0,87.0,28.0,164.0,80.0,471.0,222.0,60.0,21.0,19.0,95.0,19.0,30.0,71.0,39.0,13.0,7.0,122.0,86.0,15.0,391.0,81.0,58.0,5.0,278.0,123.0,664.0,99.0,16.0,41.0,39.0,5.0,31.0,42.0,14.0,16.0,34.0,34.0,239.0,152.0,254.0,195.0,59.0,55.0,28.0,104.0,81.0,6.0,30.0,0.0
IT-services,56.0,1.0,3.0,14.0,2.0,5.0,89.0,12.0,5.0,1.0,3.0,42.0,22.0,17.0,318.0,14.0,17.0,20.0,31.0,36.0,43.0,45.0,63.0,16.0,24.0,5.0,15.0,38.0,97.0,14.0,16.0,104.0,131.0,187.0,91.0,1576.0,225.0,59.0,147.0,68.0,130.0,40.0,84.0,121.0,92.0,64.0,66.0,590.0,6138.0,1266.0,338.0,154.0,110.0,0.0,191.0,197.0,845.0,509.0,124.0,55.0,48.0,7.0,96.0,276.0,27.0,47.0,68.0,64.0,1127.0,301.0,127.0,149.0,56.0,32.0,2.0,51.0,50.0,30.0,22.0,0.0
Info services,22.0,0.0,0.0,3.0,1.0,4.0,52.0,5.0,5.0,6.0,0.0,12.0,9.0,0.0,81.0,8.0,18.0,8.0,12.0,24.0,37.0,31.0,24.0,8.0,4.0,9.0,1.0,10.0,27.0,8.0,8.0,37.0,13.0,31.0,52.0,237.0,95.0,23.0,6.0,50.0,21.0,11.0,6.0,43.0,50.0,63.0,25.0,84.0,929.0,206.0,247.0,95.0,39.0,0.0,65.0,59.0,220.0,50.0,3.0,50.0,27.0,0.0,54.0,28.0,23.0,27.0,3.0,37.0,204.0,33.0,38.0,25.0,4.0,1.0,4.0,9.0,45.0,7.0,20.0,0.0
Banking,132.0,0.0,4.0,104.0,10.0,43.0,462.0,36.0,8.0,24.0,22.0,67.0,36.0,206.0,363.0,42.0,62.0,57.0,52.0,156.0,279.0,96.0,205.0,56.0,69.0,26.0,62.0,70.0,164.0,17.0,96.0,239.0,106.0,282.0,174.0,1192.0,330.0,192.0,65.0,75.0,188.0,85.0,79.0,135.0,44.0,55.0,14.0,123.0,285.0,42.0,3516.0,3650.0,436.0,19441.0,380.0,150.0,2364.0,110.0,48.0,64.0,37.0,5.0,125.0,208.0,77.0,12.0,82.0,37.0,1444.0,162.0,380.0,382.0,57.0,15.0,17.0,84.0,296.0,9.0,53.0,0.0
Insurers&pensions,127.0,0.0,3.0,4.0,0.0,0.0,54.0,8.0,1.0,6.0,8.0,6.0,6.0,3.0,21.0,5.0,13.0,14.0,4.0,17.0,12.0,7.0,16.0,8.0,7.0,13.0,5.0,17.0,19.0,2.0,30.0,23.0,20.0,73.0,50.0,345.0,128.0,83.0,12.0,11.0,30.0,4.0,33.0,19.0,7.0,11.0,0.0,9.0,49.0,14.0,122.0,299.0,31.0,136.0,141.0,39.0,96.0,54.0,11.0,16.0,10.0,3.0,142.0,32.0,5.0,14.0,14.0,11.0,1719.0,21.0,7.0,11.0,1.0,1.0,0.0,6.0,2.0,3.0,18.0,0.0
Remainder Financial Services,10.0,0.0,0.0,1.0,0.0,2.0,19.0,1.0,0.0,1.0,2.0,8.0,2.0,2.0,24.0,0.0,8.0,1.0,3.0,2.0,8.0,12.0,6.0,3.0,3.0,1.0,2.0,1.0,5.0,2.0,0.0,2.0,3.0,3.0,1.0,50.0,19.0,9.0,4.0,0.0,7.0,16.0,4.0,11.0,2.0,4.0,0.0,4.0,3.0,3.0,1830.0,3503.0,0.0,80.0,13.0,8.0,83.0,5.0,4.0,0.0,1.0,1.0,38.0,4.0,2.0,1.0,2.0,5.0,82.0,32.0,69.0,62.0,1.0,1.0,2.0,0.0,18.0,0.0,11.0,0.0
Rental,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exploitation real estate,4.0,0.0,0.0,31.0,8.0,11.0,256.0,28.0,1.0,45.0,56.0,53.0,57.0,34.0,143.0,22.0,88.0,80.0,41.0,269.0,89.0,72.0,214.0,15.0,68.0,74.0,52.0,57.0,121.0,4.0,100.0,447.0,83.0,399.0,724.0,1096.0,4672.0,155.0,8.0,63.0,592.0,68.0,497.0,1046.0,55.0,82.0,9.0,210.0,545.0,88.0,355.0,162.0,168.0,36.0,2039.0,529.0,725.0,296.0,114.0,182.0,52.0,15.0,176.0,273.0,77.0,16.0,80.0,63.0,119.0,278.0,149.0,962.0,19.0,15.0,1.0,79.0,135.0,23.0,216.0,0.0
Legal,267.0,0.0,5.0,6.0,2.0,3.0,241.0,11.0,2.0,8.0,12.0,41.0,25.0,9.0,232.0,24.0,44.0,14.0,20.0,67.0,83.0,74.0,80.0,31.0,19.0,14.0,14.0,41.0,57.0,11.0,19.0,98.0,89.0,132.0,75.0,1343.0,500.0,149.0,39.0,38.0,108.0,129.0,61.0,108.0,30.0,38.0,22.0,38.0,182.0,30.0,657.0,368.0,292.0,0.0,215.0,452.0,1938.0,94.0,29.0,277.0,102.0,4.0,43.0,284.0,68.0,7.0,28.0,162.0,1464.0,688.0,203.0,213.0,104.0,62.0,15.0,114.0,274.0,46.0,39.0,0.0
Holdings,108.0,0.0,1.0,67.0,18.0,37.0,959.0,86.0,18.0,77.0,52.0,296.0,86.0,73.0,1049.0,208.0,207.0,140.0,76.0,311.0,182.0,531.0,1076.0,150.0,115.0,73.0,44.0,228.0,164.0,30.0,111.0,426.0,265.0,616.0,385.0,7813.0,983.0,790.0,180.0,194.0,529.0,667.0,241.0,281.0,161.0,151.0,88.0,472.0,1758.0,621.0,1007.0,368.0,408.0,2.0,692.0,1530.0,4776.0,838.0,308.0,334.0,318.0,18.0,199.0,451.0,88.0,85.0,217.0,320.0,1302.0,259.0,196.0,191.0,60.0,37.0,4.0,69.0,216.0,16.0,63.0,0.0
Architecture,48.0,0.0,2.0,31.0,11.0,108.0,143.0,6.0,3.0,4.0,6.0,21.0,10.0,126.0,138.0,17.0,20.0,11.0,14.0,84.0,23.0,54.0,130.0,27.0,27.0,14.0,9.0,35.0,94.0,48.0,1.0,576.0,418.0,451.0,87.0,301.0,139.0,32.0,11.0,1.0,129.0,21.0,10.0,27.0,6.0,1.0,1.0,50.0,18.0,18.0,40.0,63.0,46.0,57.0,257.0,24.0,516.0,1497.0,28.0,24.0,35.0,1.0,25.0,26.0,22.0,2.0,7.0,12.0,631.0,44.0,20.0,9.0,8.0,7.0,4.0,9.0,62.0,4.0,13.0,0.0
Research,4.0,0.0,0.0,5.0,0.0,8.0,88.0,2.0,0.0,2.0,2.0,8.0,0.0,42.0,148.0,22.0,3.0,2.0,3.0,10.0,19.0,105.0,65.0,9.0,4.0,5.0,10.0,0.0,3.0,6.0,0.0,10.0,11.0,4.0,17.0,58.0,24.0,4.0,4.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,6.0,16.0,0.0,3.0,8.0,168.0,60.0,231.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Advertising,24.0,0.0,0.0,2.0,2.0,1.0,103.0,48.0,5.0,7.0,5.0,10.0,11.0,7.0,94.0,13.0,24.0,7.0,29.0,29.0,48.0,39.0,58.0,46.0,21.0,6.0,13.0,15.0,46.0,6.0,12.0,47.0,23.0,130.0,200.0,1474.0,638.0,54.0,18.0,28.0,50.0,20.0,42.0,104.0,95.0,237.0,23.0,97.0,341.0,64.0,260.0,101.0,72.0,0.0,125.0,160.0,382.0,91.0,31.0,919.0,48.0,5.0,82.0,159.0,46.0,10.0,34.0,96.0,432.0,75.0,42.0,54.0,31.0,15.0,20.0,43.0,62.0,7.0,36.0,0.0
Design,25.0,0.0,0.0,4.0,0.0,2.0,54.0,7.0,4.0,3.0,0.0,16.0,22.0,7.0,74.0,6.0,10.0,5.0,12.0,15.0,23.0,30.0,30.0,8.0,22.0,4.0,6.0,16.0,10.0,2.0,9.0,33.0,23.0,44.0,80.0,404.0,233.0,45.0,19.0,29.0,41.0,21.0,35.0,73.0,56.0,71.0,46.0,27.0,228.0,167.0,103.0,96.0,44.0,0.0,103.0,52.0,526.0,45.0,22.0,183.0,507.0,2.0,57.0,39.0,36.0,17.0,32.0,56.0,326.0,95.0,19.0,64.0,30.0,23.0,6.0,26.0,38.0,15.0,14.0,0.0
Veterinary,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,17.0,0.0,5.0,0.0,0.0,0.0,0.0
Rental of movable property,45.0,1.0,3.0,13.0,5.0,7.0,126.0,26.0,0.0,4.0,8.0,28.0,33.0,7.0,61.0,8.0,41.0,32.0,26.0,75.0,7.0,10.0,30.0,9.0,21.0,13.0,23.0,16.0,99.0,9.0,59.0,181.0,224.0,381.0,35.0,654.0,79.0,155.0,100.0,81.0,106.0,119.0,10.0,36.0,11.0,31.0,90.0,49.0,219.0,25.0,78.0,65.0,38.0,0.0,45.0,74.0,263.0,41.0,8.0,21.0,47.0,8.0,264.0,7.0,13.0,19.0,55.0,59.0,61.0,46.0,45.0,118.0,30.0,20.0,6.0,76.0,29.0,8.0,20.0,0.0
Employment Agencies,120.0,0.0,2.0,81.0,14.0,46.0,1495.0,98.0,7.0,78.0,86.0,83.0,86.0,47.0,385.0,150.0,253.0,241.0,194.0,694.0,185.0,205.0,1010.0,410.0,346.0,81.0,69.0,278.0,631.0,51.0,297.0,332.0,223.0,1398.0,237.0,2483.0,899.0,997.0,181.0,55.0,989.0,200.0,265.0,423.0,100.0,56.0,33.0,165.0,81.0,57.0,533.0,319.0,191.0,0.0,353.0,311.0,1572.0,934.0,215.0,144.0,42.0,5.0,217.0,1538.0,55.0,126.0,385.0,393.0,1499.0,1386.0,408.0,674.0,18.0,10.0,2.0,113.0,82.0,36.0,86.0,0.0
Travel services,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,41.0,21.0,16.0,14.0,398.0,2.0,0.0,201.0,29.0,1.0,1.0,1.0,0.0,6.0,0.0,8.0,96.0,6.0,16.0,14.0,2.0,81.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,2066.0,0.0,1.0,1.0,35.0,14.0,3.0,3.0,26.0,16.0,17.0,85.0,7.0,0.0,1.0,0.0
