,Agriculture,Forestry,Fishery,Mining Oil&Gas,Remainder Mining,Supporting Mining,Food Supplements,Beverages,Tobacco,Textile&Clothing,Wood,Paper,Graphical,Oil,Chemical,Pharmaceutical,Rubber&Plastic,Building Material,Raw Metal,Metal Product,Electrotechnical,Electrical devices,Machines,Car,Remainder Transport,Furniture,Remainder industry,Reparation Machines,Energy,Waterpipes,Sewerage,General Building,Ground&Water Building,Specialized building,Car trade&repair,Wholesale,Retail,Land Transport,Water Transport,Air Transport,Storage for transport,Postal,Lodging,Restaurants,Publishers,"Production of TV, radio & music",Broadcasting,Telecommunication,IT-services,Info services,Banking,Insurers&pensions,Remainder Financial Services,Rental,Exploitation real estate,Legal,Holdings,Architecture,Research,Advertising,Design,Veterinary,Rental of movable property,Employment Agencies,Travel services,Security,Cleaning,Remaining Services,Public services,Education,Healthcare,Caretaking,Creative,Libraries&Archives,Lotteries,Sport,Hobby Associations,Reparation goods,Remainder of Personal Service Provision,Households with personnel
Water Transport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,157.0,649.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Air Transport,10.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,2.0,0.0,1.0,824.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,19.0,8.0,2.0,0.0,117.0,59.0,12.0,2.0,2.0,0.0,1.0,1.0,18.0,4.0,1.0,5.0,4.0,0.0,0.0,8.0,3.0,84.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,729.0,0.0,0.0,1.0,28.0,20.0,48.0,23.0,2.0,1.0,4.0,2.0,3.0,0.0,1.0,0.0
Storage for transport,59.0,0.0,9.0,44.0,0.0,2.0,54.0,3.0,2.0,4.0,1.0,0.0,2.0,421.0,215.0,0.0,2.0,4.0,4.0,3.0,10.0,1.0,2.0,2.0,7.0,0.0,2.0,3.0,39.0,0.0,6.0,7.0,4.0,14.0,64.0,622.9999999999999,62.0,602.0,354.0,500.0,4047.9999999999995,12.0,4.0,5.0,3.0,2.0,1.0,21.0,28.0,2.0,7.0,17.0,13.0,0.0,4.0,4.0,67.0,6.0,0.0,7.0,7.0,1.0,5.0,7.0,0.0,1.0,1.0,60.0,209.0,7.0,3.0,6.0,5.0,2.0,0.0,0.0,0.0,1.0,8.0,0.0
Postal,26.0,0.0,2.0,1.0,0.0,1.0,19.0,1.0,0.0,1.0,2.0,3.0,5.0,3.0,7.0,3.0,3.0,5.0,3.0,13.0,6.0,1.0,15.0,5.0,4.0,3.0,6.0,8.0,19.0,3.0,3.0,21.0,8.0,36.0,27.0,251.99999999999997,157.0,110.0,5.0,2.0,32.0,858.9999999999999,12.0,23.0,47.0,8.0,4.0,64.0,31.0,6.0,58.0,24.0,17.0,0.0,106.0,34.0,55.0,19.0,5.0,13.0,13.0,1.0,10.0,15.0,4.0,8.0,9.0,6.0,366.0,114.99999999999999,85.99999999999999,143.0,21.0,13.0,6.0,16.0,27.0,2.0,10.0,0.0
Lodging,2.0,0.0,0.0,3.0,1.0,2.0,28.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,11.0,2.0,5.0,4.0,5.0,12.0,10.0,8.0,18.0,4.0,4.0,2.0,5.0,6.0,7.0,1.0,5.0,11.0,7.0,22.0,23.0,148.0,52.0,28.999999999999996,8.0,20.0,11.0,3.0,141.0,50.99999999999999,12.0,12.0,6.0,20.0,48.0,4.0,32.0,32.0,25.0,0.0,15.0,41.0,98.0,26.0,8.0,6.0,4.0,2.0,6.0,54.0,51.0,4.0,16.0,5.0,65.0,46.0,56.99999999999999,40.0,11.0,5.0,0.0,10.0,9.0,1.0,5.0,0.0
Restaurants,5.0,1.0,0.0,6.0,1.0,1.0,73.0,15.0,3.0,3.0,2.0,3.0,5.0,6.0,32.0,5.0,10.0,6.0,8.0,16.0,23.0,24.0,20.0,7.0,10.0,3.0,11.0,5.0,16.0,2.0,8.0,16.0,6.0,31.000000000000004,26.0,244.0,47.00000000000001,46.0,8.0,347.0,41.0,4.0,16.0,67.0,10.0,19.0,11.0,23.0,64.0,8.0,42.0,43.0,32.0,0.0,19.0,42.0,158.0,22.0,16.0,9.0,16.0,1.0,17.0,16.0,34.0,9.0,70.0,9.0,131.0,31.0,400.0,282.0,9.0,5.0,7.0,57.0,28.0,1.0,7.0,0.0
Publishers,2.0,0.0,0.0,2.0,1.0,1.0,26.0,3.0,0.0,3.0,4.0,8.0,15.0,1.0,15.0,4.0,7.0,2.0,6.0,16.0,7.0,1.0,15.0,6.0,10.0,6.999999999999999,9.0,10.0,9.0,1.0,9.0,18.0,8.0,27.999999999999996,27.0,190.0,67.0,27.0,3.0,1.0,32.0,,12.0,41.0,367.0,12.0,7.0,23.0,93.0,5.0,48.0,31.0,21.0,0.0,47.0,38.0,74.00000000000001,18.0,28.0,258.0,10.0,0.0,11.0,25.0,10.0,1.0,11.0,12.0,256.0,404.0,175.0,93.0,5.0,19.0,1.0,3.0,14.0,1.0,7.0,0.0
"Production of TV, radio & music",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,5.0,7.0,20.0,16.0,0.0,0.0,1.0,2.0,1.0,1.0,5.0,30.0,261.0,159.0,3.0,6.0,0.0,8.0,3.0,2.0,0.0,8.0,5.0,10.0,7.0,3.0,831.0,3.0,0.0,27.0,4.0,1.0,0.0,2.0,3.0,46.0,2.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,3.0,0.0
Broadcasting,4.0,0.0,0.0,0.0,0.0,0.0,39.0,8.0,4.0,4.0,0.0,4.0,4.0,0.0,5.0,4.0,6.0,3.0,5.0,8.0,7.0,10.0,8.0,0.0,0.0,4.0,7.0,5.0,4.0,0.0,2.0,10.0,0.0,16.0,24.0,62.0,56.0,5.0,0.0,4.0,6.0,4.0,5.0,14.0,24.0,71.0,50.0,11.0,24.0,6.0,20.0,13.0,10.0,0.0,29.0,18.0,32.0,14.0,9.0,314.0,8.0,0.0,14.0,17.0,4.0,0.0,6.0,11.0,24.0,11.0,6.0,8.0,7.0,5.0,5.0,7.0,9.0,0.0,8.0,0.0
Telecommunication,69.0,0.0,4.0,2.0,4.0,4.0,51.0,5.0,1.0,6.0,7.0,10.0,17.0,4.0,24.0,6.0,14.0,12.0,6.0,32.0,23.0,6.0,43.0,9.0,9.0,14.0,17.0,23.0,42.0,10.0,17.0,82.0,32.0,152.0,76.0,466.0,217.0,63.0,18.0,16.0,90.0,15.0,27.0,70.0,47.0,12.0,5.0,112.0,78.0,9.0,405.0,90.0,57.0,5.0,291.0,120.0,566.0,92.0,15.0,44.0,45.0,6.0,26.0,45.0,13.0,13.0,32.0,30.0,221.0,149.0,246.0,177.0,60.0,59.0,29.0,109.0,85.0,6.0,29.999999999999996,0.0
IT-services,57.0,1.0,3.0,14.0,3.0,13.0,96.0,17.0,4.0,3.0,4.0,25.0,23.0,14.0,296.0,19.0,19.0,17.0,27.0,43.0,68.0,20.0,54.0,9.0,24.0,8.0,17.0,32.0,75.0,16.0,26.0,92.0,105.0,160.0,91.0,1837.0,202.99999999999997,64.0,116.0,53.0,124.0,22.0,63.0,106.0,103.0,60.0,53.99999999999999,537.0,5198.0,661.0,327.0,169.0,91.0,0.0,193.0,181.0,818.0,412.0,116.0,48.0,49.0,7.0,90.0,249.0,24.0,38.0,56.0,48.0,1096.0,286.0,115.0,117.0,48.0,28.0,2.0,45.0,53.0,30.0,21.0,0.0
Info services,13.0,0.0,0.0,1.0,1.0,5.0,31.0,3.0,3.0,4.0,0.0,5.0,7.0,0.0,44.0,5.0,10.0,4.0,6.0,15.0,27.0,17.0,15.0,4.0,2.0,5.0,1.0,5.0,16.0,6.0,5.0,21.0,6.0,17.0,28.0,138.0,53.0,15.0,4.0,26.0,15.0,6.0,3.0,25.0,36.0,26.0,18.0,56.0,519.0,84.0,147.0,68.0,21.0,0.0,40.0,34.0,143.0,28.0,1.0,30.0,15.0,0.0,25.0,16.0,13.0,13.0,1.0,22.0,133.0,18.0,20.0,11.0,3.0,1.0,3.0,7.0,27.0,5.0,12.0,0.0
Banking,160.0,1.0,4.0,142.0,12.0,57.0,563.0,47.0,10.0,29.0,26.0,72.0,47.0,248.0,444.0,48.0,73.0,62.0,64.0,194.0,348.0,108.0,244.0,66.0,85.0,30.999999999999996,59.0,84.0,194.0,21.0,110.0,284.0,133.0,319.0,197.0,1299.0,381.0,242.0,79.0,96.0,219.0,86.0,87.0,150.0,55.0,58.0,17.0,164.0,338.0,32.0,3629.0,3193.0,574.0,23641.0,453.0,175.0,1565.0,137.0,61.0,103.0,42.0,6.0,144.0,261.0,101.0,15.0,91.0,44.0,1634.0,189.0,436.0,432.0,57.0,17.0,21.0,92.0,296.0,10.0,50.0,0.0
Insurers&pensions,109.0,0.0,3.0,2.0,0.0,2.9999999999999996,42.0,6.0,0.0,5.0,5.0,5.0,8.0,3.0,18.0,5.0,9.0,10.0,2.0,18.0,11.0,7.000000000000001,16.0,4.0,5.0,9.0,6.0,13.0,17.0,1.0,23.0,24.0,15.0,57.0,41.99999999999999,291.0,112.99999999999999,77.0,11.0,6.0,29.999999999999996,3.0,23.0,19.0,6.0,9.0,2.0,12.0,51.0,9.0,112.99999999999999,196.0,29.000000000000004,103.0,122.0,35.0,83.0,42.0,15.0,15.0,10.0,3.0,113.99999999999999,29.999999999999996,8.0,9.0,12.0,7.000000000000001,1997.0,17.0,8.0,8.0,1.0,1.0,0.0,7.0,2.0,5.0,18.0,0.0
Remainder Financial Services,10.0,0.0,0.0,1.0,0.0,1.0,24.0,1.0,0.0,1.0,2.0,5.0,1.0,1.0,22.0,0.0,5.0,1.0,3.0,2.0,9.0,11.0,6.0,4.0,3.0,1.0,2.0,1.0,5.0,2.0,0.0,2.0,3.0,4.0,2.0,45.0,15.0,8.0,3.0,0.0,7.0,10.0,4.0,9.0,2.0,3.0,0.0,4.0,4.0,2.0,1615.0,3058.9999999999995,0.0,68.0,11.0,8.0,88.0,5.0,4.0,0.0,2.0,2.0,29.0,4.0,2.0,1.0,2.0,2.0,79.0,30.0,58.0,51.0,1.0,1.0,2.0,0.0,17.0,0.0,9.0,0.0
Rental,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exploitation real estate,4.0,0.0,0.0,24.0,7.0,13.0,225.0,27.0,1.0,33.0,44.0,41.0,61.0,33.0,135.0,18.0,73.0,60.0,33.0,253.0,74.0,59.0,189.0,11.0,55.0,49.0,41.0,56.0,104.0,3.0,76.0,343.0,69.0,317.0,597.0,1006.0,4182.0,130.0,0.0,22.0,563.0,56.0,406.99999999999994,878.0,52.0,74.0,14.0,211.99999999999997,448.00000000000006,58.0,307.0,153.0,137.0,28.0,1827.0,518.0,665.0,241.0,122.0,171.0,51.0,12.0,134.0,241.0,56.99999999999999,17.0,70.0,54.0,111.0,243.0,122.00000000000001,822.9999999999999,16.0,15.0,1.0,72.0,122.0,25.0,193.0,0.0
Legal,245.99999999999997,0.0,5.0,6.0,3.0,7.0,223.99999999999997,11.0,2.0,8.0,11.0,31.0,25.0,6.0,194.0,21.0,39.0,10.0,21.0,62.0,79.0,67.0,70.0,24.0,16.0,13.0,18.0,35.0,45.99999999999999,12.0,25.0,86.0,78.0,112.0,66.0,1151.0,422.0,126.0,33.0,25.999999999999996,90.0,90.0,48.0,94.0,31.0,33.0,23.0,46.0,155.0,18.0,543.0,358.0,260.0,0.0,211.0,381.0,1792.0,77.0,25.0,245.00000000000003,97.0,5.0,33.0,269.0,60.0,5.0,23.0,141.0,1397.9999999999998,628.0,190.0,163.0,94.0,60.0,14.0,100.0,252.0,34.0,40.0,0.0
Holdings,83.0,0.0,2.0,71.0,13.0,85.0,899.9999999999999,135.0,12.0,74.0,51.0,314.0,90.0,65.0,921.0,247.0,172.0,105.99999999999999,69.0,285.0,371.0,371.0,808.0000000000001,116.00000000000001,115.0,65.0,47.00000000000001,208.0,140.0,32.0,104.0,378.0,211.0,509.0,342.0,6551.0,854.0,741.0000000000001,165.0,144.0,437.99999999999994,464.99999999999994,205.0,283.0,166.0,163.0,81.0,485.0,1448.0,503.0,712.0,365.0,390.0,2.0,656.0,1352.0,4370.0,702.0,249.0,326.0,346.99999999999994,20.0,138.0,448.0,135.0,87.0,203.0,260.0,1222.0,230.00000000000003,190.0,134.0,57.0,41.0,5.0,64.0,206.0,15.0,64.0,0.0
Architecture,48.0,0.0,2.0,49.0,8.0,177.00000000000003,129.0,7.0,3.0,4.0,5.0,15.0,10.0,84.0,124.0,16.0,16.0,8.0,12.0,70.0,22.0,44.0,89.0,24.0,24.0,11.0,9.0,27.999999999999996,80.0,40.0,1.0,495.0,335.0,352.0,76.0,268.0,122.0,30.0,10.0,1.0,113.99999999999999,18.0,10.0,23.0,6.0,1.0,1.0,55.0,16.0,10.0,35.0,61.0,39.0,47.00000000000001,220.0,24.0,432.00000000000006,877.0000000000001,23.0,23.0,32.0,2.0,19.0,25.0,21.0,2.0,6.0,9.0,568.0,42.0,19.0,8.0,8.0,7.0,4.0,9.0,57.0,4.0,13.0,0.0
Research,4.0,0.0,0.0,5.0,0.0,12.0,97.0,2.0,0.0,2.0,1.0,5.0,0.0,36.0,107.0,29.0,2.0,2.0,2.0,9.0,25.0,78.0,51.0,7.0,3.0,4.0,9.0,0.0,3.0,6.0,0.0,7.0,8.0,4.0,15.0,55.0,22.0,4.0,3.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,6.0,13.0,0.0,3.0,8.0,164.0,39.0,204.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Advertising,22.0,0.0,0.0,3.0,2.0,4.0,117.0,47.00000000000001,9.0,9.0,6.0,11.0,14.0,8.0,93.0,13.0,23.0,7.0,26.0,29.999999999999996,53.0,39.0,54.0,37.0,20.0,6.0,13.0,14.0,41.0,6.0,7.0,40.0,23.0,117.0,176.0,1393.0,600.0,58.0,15.0,27.0,42.0,17.0,37.0,103.0,114.0,89.0,30.0,135.0,262.0,39.0,242.0,118.0,68.0,0.0,128.0,151.0,352.0,85.0,34.0,955.0,52.0,6.0,65.0,169.0,40.0,10.0,31.0,95.0,437.0,78.0,41.0,43.0,30.0,16.0,21.0,43.0,60.0,6.999999999999999,35.0,0.0
Design,24.0,0.0,0.0,6.0,0.0,2.0,57.0,7.0,5.0,3.0,0.0,12.0,19.0,4.0,63.0,5.0,10.0,5.0,13.0,14.0,23.0,25.999999999999996,26.0,7.0,23.0,3.0,10.0,15.0,9.0,2.0,10.0,28.0,22.0,38.0,76.0,357.99999999999994,202.0,41.0,19.0,20.0,35.0,17.0,27.0,65.0,49.0,45.0,35.0,32.0,193.0,89.0,86.0,88.0,34.0,0.0,96.0,49.0,495.0,42.0,22.0,161.0,414.99999999999994,2.0,39.0,39.0,22.0,15.0,25.0,44.0,299.0,85.0,19.0,49.0,27.0,23.0,6.0,21.0,34.0,14.0,21.0,0.0
Veterinary,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0
Rental of movable property,43.0,1.0,2.0,13.0,2.0,30.0,109.0,25.0,0.0,1.0,6.0,17.0,32.0,4.0,48.0,8.0,37.0,25.0,18.0,75.0,7.0,11.0,25.0,8.0,15.0,16.0,24.0,15.0,84.0,7.0,57.0,151.0,177.0,297.0,27.0,515.0,57.0,103.0,66.0,66.0,81.0,81.0,8.0,30.0,8.0,69.0,65.0,50.0,202.0,9.0,67.0,64.0,30.0,0.0,39.0,66.0,199.0,37.0,13.0,17.0,48.0,8.0,198.0,6.999999999999999,8.0,13.0,43.0,56.0,54.0,40.0,45.0,106.0,27.999999999999996,17.0,6.0,68.0,29.0,8.0,20.0,0.0
Employment Agencies,96.0,0.0,2.0,79.0,10.0,158.0,1238.0,61.0,7.0,55.99999999999999,61.0,72.99999999999999,81.0,32.0,361.0,119.0,194.0,170.0,146.0,661.0000000000001,147.0,152.00000000000003,721.0,278.00000000000006,219.0,78.0,53.0,286.0,461.0,31.0,256.0,217.0,193.0,987.0000000000001,157.99999999999997,1895.0,709.0,796.9999999999999,160.0,35.0,732.0,148.0,169.0,312.0,100.0,47.0,31.0,211.0,148.0,61.0,443.0,218.0,165.00000000000003,0.0,304.00000000000006,250.0,1434.0,682.0,152.0,112.0,54.0,6.0,179.0,1085.9999999999998,38.0,94.0,312.0,274.0,1253.9999999999998,1126.0,295.0,439.0,14.0,10.0,2.0,96.0,69.0,33.0,55.00000000000001,0.0
Travel services,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,43.0,18.0,14.0,9.0,292.0,2.0,0.0,152.0,24.0,1.0,1.0,2.0,0.0,6.0,0.0,8.0,90.0,4.0,7.0,17.0,2.0,66.0,2.0,1.0,2.0,2.0,0.0,1.0,3.0,1900.0,0.0,1.0,1.0,33.0,14.0,3.0,3.0,23.0,16.0,18.0,75.0,7.0,0.0,1.0,0.0
Security,1.0,0.0,0.0,2.0,1.0,3.0,32.0,1.0,0.0,2.0,2.0,14.0,2.0,3.0,29.999999999999996,4.0,8.0,3.0,7.0,12.0,6.0,6.0,11.0,5.0,3.0,4.0,8.0,5.0,8.0,9.0,4.0,10.0,5.0,15.0,12.0,73.0,190.0,45.99999999999999,10.0,2.0,350.0,17.0,30.0,34.0,6.0,2.0,1.0,18.0,9.0,1.0,16.0,14.0,9.0,3.0,34.0,12.0,72.0,8.0,5.0,4.0,4.0,1.0,6.0,7.0,1.0,129.0,91.99999999999999,5.0,285.0,247.99999999999997,6.0,10.0,12.0,17.0,11.0,35.0,4.0,0.0,5.0,0.0
Cleaning,40.0,1.0,0.0,6.0,4.0,5.0,62.0,5.0,0.0,4.0,4.0,6.0,7.0,10.0,42.0,7.0,11.0,15.0,6.0,23.0,12.0,15.0,30.0,11.0,12.0,6.0,29.0,17.0,35.0,10.0,26.0,27.0,38.0,55.0,83.0,257.0,247.99999999999997,72.99999999999999,82.0,9.0,113.0,12.0,110.0,104.0,7.0,7.0,3.0,27.0,126.0,9.0,65.0,72.0,52.0,49.0,594.0,59.0,325.0,54.0,23.0,43.0,47.0,6.0,397.0,73.0,11.0,25.0,488.0,14.0,1268.0000000000002,720.0,254.0,280.0,104.0,106.0,20.0,138.0,110.0,5.0,42.0,0.0
Remaining Services,127.0,0.0,4.0,0.0,1.0,2.0,46.0,7.0,4.0,3.0,4.0,9.0,4.0,1.0,50.0,5.0,6.0,6.0,8.0,13.0,22.0,17.0,18.0,4.0,4.0,1.0,5.0,2.0,24.0,12.0,4.0,22.0,9.0,34.0,42.0,215.99999999999997,81.0,21.0,3.0,19.0,10.0,8.0,27.999999999999996,38.0,24.0,20.0,11.0,94.0,295.0,65.0,64.0,63.0,50.99999999999999,0.0,64.0,24.0,301.0,14.0,2.0,102.0,53.0,1.0,150.0,33.0,31.0,4.0,17.0,85.0,156.0,39.0,13.0,38.0,25.0,4.0,6.0,4.0,25.999999999999996,22.0,8.0,0.0
Public services,93.0,0.0,5.0,9.0,3.0,7.0,148.0,19.0,1.0,17.0,12.0,48.0,13.0,9.0,94.0,12.0,25.0,14.0,54.0,56.0,22.0,32.0,52.0,20.0,16.0,11.0,17.0,14.0,245.0,8.0,136.0,69.0,21.0,94.0,96.0,356.0,170.0,167.0,41.0,6.0,57.0,15.0,48.0,96.0,16.0,9.0,8.0,66.0,186.0,11.0,155.0,76.0,79.0,0.0,88.0,85.0,205.0,45.0,25.0,262.0,22.0,6.0,10.0,62.0,11.0,11.0,36.0,41.0,1019.0000000000001,225.0,364.0,445.00000000000006,16.0,8.0,6.0,53.0,36.0,5.0,29.0,0.0
Education,7.0,0.0,0.0,8.0,2.0,1.0,36.0,8.0,0.0,0.0,1.0,5.0,3.0,3.0,29.0,12.0,6.0,5.0,3.0,18.0,10.0,6.0,39.0,8.0,10.0,2.0,16.0,13.0,23.0,5.0,11.0,23.0,28.0,51.0,30.0,137.0,53.0,24.0,11.0,14.0,33.0,4.0,29.0,61.0,13.0,37.0,27.0,27.0,50.0,7.0,151.0,114.0,44.0,0.0,34.0,264.0,332.0,46.0,135.0,43.0,14.0,4.0,9.0,60.0,4.0,9.0,11.0,14.0,1307.0,650.0,275.0,224.0,159.0,29.0,4.0,60.0,65.0,1.0,14.0,0.0
Healthcare,7.0,0.0,0.0,2.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,3.0,2.0,7.0,7.0,0.0,4.0,4.0,3.0,11.0,5.0,1.0,8.0,3.0,2.0,1.0,2.0,4.0,4.0,0.0,2.0,11.0,6.0,17.0,19.0,81.0,35.0,22.0,0.0,1.0,12.0,2.0,4.0,9.0,2.0,1.0,1.0,4.0,29.999999999999996,1.0,16.0,9.0,7.0,0.0,8.0,12.0,14.0,14.0,4.0,6.0,0.0,0.0,0.0,33.0,11.0,3.0,3.0,5.0,983.0,48.0,2163.0,525.0,2.0,1.0,0.0,7.0,9.0,10.0,3.0,0.0
Caretaking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,207.0,3.0,141.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Creative,1.0,0.0,0.0,2.0,0.0,1.0,16.0,10.0,0.0,2.0,1.0,2.0,2.0,3.0,8.0,1.0,3.0,3.0,4.0,5.0,8.0,3.0,5.0,3.0,4.0,2.0,6.0,5.0,5.0,0.0,2.0,7.0,5.0,13.0,9.0,46.0,49.0,10.0,4.0,1.0,6.0,1.0,27.0,75.0,34.0,171.00000000000003,112.0,12.0,43.0,2.0,20.0,19.0,8.0,0.0,16.0,12.0,84.0,10.0,7.0,35.0,26.0,0.0,203.0,26.0,27.0,4.0,5.0,3.0,49.0,15.0,13.0,5.0,797.0000000000001,44.0,19.0,25.0,34.0,1.0,2.0,0.0
Libraries&Archives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,4.0,6.0,1.0,4.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,2.0,16.0,0.0,18.0,2.0,25.0,0.0,0.0,0.0,2.0,63.0,0.0,7.0,31.0,108.0,0.0,15.0,6.0,0.0,0.0,0.0
Lotteries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
Sport,1.0,0.0,0.0,1.0,1.0,0.0,23.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,8.0,2.0,5.0,2.0,6.999999999999999,4.0,6.0,5.0,8.0,2.0,4.0,2.0,2.0,4.0,5.0,1.0,19.0,10.0,5.0,15.0,19.0,70.0,45.0,7.0,2.0,5.0,9.0,4.0,6.0,15.0,12.0,25.0,21.0,13.0,12.0,7.0,24.0,23.0,10.0,0.0,17.0,18.0,32.0,7.0,9.0,60.0,9.0,1.0,11.0,21.0,41.0,2.0,7.0,12.0,178.0,65.0,4.0,14.0,10.0,10.0,71.0,671.9999999999999,10.0,0.0,13.0,0.0
Hobby Associations,58.00000000000001,0.0,1.0,3.0,0.0,5.0,35.0,5.0,1.0,4.0,3.0,5.0,2.0,2.0,35.0,2.0,8.0,5.0,8.0,14.0,4.0,4.0,10.0,8.0,13.0,8.0,16.0,9.0,8.0,2.0,22.0,16.0,13.0,36.0,28.0,78.0,44.0,24.0,9.0,1.0,15.0,0.0,20.0,42.0,11.0,9.0,6.0,10.0,124.0,12.0,50.0,37.0,31.0,0.0,77.00000000000001,43.0,53.0,22.0,7.0,22.0,18.0,2.0,10.0,15.0,10.0,3.0,21.0,8.0,108.0,36.0,243.0,86.0,4.0,10.0,1.0,21.0,86.0,3.0,9.0,0.0
Reparation goods,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,2.9999999999999996,10.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,2.0,3.0,1.0,5.0,3.0,8.0,2.0,10.0,15.0,4.0,5.0,12.0,4.0,1.0,3.0,3.0,2.0,0.0,0.0,9.0,31.0,16.0,14.0,9.0,3.0,0.0,61.0,7.0,31.0,21.0,0.0,15.0,2.0,0.0,2.0,4.0,1.0,0.0,5.0,0.0,14.0,7.0,4.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,0.0,0.0
