,Agriculture,Forestry,Fishery,Mining Oil&Gas,Remainder Mining,Supporting Mining,Food Supplements,Beverages,Tobacco,Textile&Clothing,Wood,Paper,Graphical,Oil,Chemical,Pharmaceutical,Rubber&Plastic,Building Material,Raw Metal,Metal Product,Electrotechnical,Electrical devices,Machines,Car,Remainder Transport,Furniture,Remainder industry,Reparation Machines,Energy,Waterpipes,Sewerage,General Building,Ground&Water Building,Specialized building,Car trade&repair,Wholesale,Retail,Land Transport,Water Transport,Air Transport,Storage for transport,Postal,Lodging,Restaurants,Publishers,"Production of TV, radio & music",Broadcasting,Telecommunication,IT-services,Info services,Banking,Insurers&pensions,Remainder Financial Services,Rental,Exploitation real estate,Legal,Holdings,Architecture,Research,Advertising,Design,Veterinary,Rental of movable property,Employment Agencies,Travel services,Security,Cleaning,Remaining Services,Public services,Education,Healthcare,Caretaking,Creative,Libraries&Archives,Lotteries,Sport,Hobby Associations,Reparation goods,Remainder of Personal Service Provision,Households with personnel
Lodging,2.0,0.0,0.0,3.0,1.0,2.0,25.0,4.0,1.0,2.0,2.0,3.0,3.0,2.0,11.0,2.0,4.0,4.0,4.0,11.0,11.0,9.0,18.0,4.0,3.0,2.0,5.0,6.0,6.0,1.0,6.0,9.0,6.0,17.0,19.0,142.0,51.0,28.0,8.0,20.0,10.0,2.0,135.0,45.0,13.0,11.0,6.0,18.0,47.0,3.0,32.0,31.0,24.0,0.0,14.0,37.0,97.0,25.0,7.0,8.0,2.0,1.0,6.0,58.0,42.0,3.0,18.0,5.0,61.0,44.0,59.0,39.0,11.0,5.0,0.0,10.0,9.0,1.0,5.0,0.0
Restaurants,5.0,1.0,0.0,9.0,1.0,4.0,66.0,14.0,3.0,5.0,3.0,3.0,6.0,5.0,32.0,5.0,9.0,6.0,8.0,16.0,28.0,30.0,21.0,6.0,9.0,4.0,10.0,7.0,15.0,2.0,9.0,10.0,7.0,21.0,23.0,226.0,40.0,42.0,9.0,359.0,34.0,3.0,13.0,64.0,11.0,16.0,9.0,20.0,66.0,6.0,40.0,41.0,29.0,0.0,18.0,35.0,142.0,20.0,12.0,12.0,10.0,1.0,15.0,22.0,20.0,2.0,71.0,7.0,127.0,37.0,415.0,271.0,9.0,5.0,7.0,58.0,26.0,1.0,7.0,0.0
Publishers,2.0,0.0,0.0,2.0,1.0,1.0,26.0,3.0,0.0,2.0,5.0,9.0,20.0,1.0,15.0,4.0,7.0,2.0,4.0,17.0,7.0,2.0,15.0,6.0,12.0,6.0,9.0,9.0,9.0,1.0,9.0,18.0,7.0,28.0,27.0,201.0,68.0,26.0,3.0,1.0,30.0,0.0,12.0,39.0,370.0,10.0,6.0,21.0,90.0,5.0,50.0,31.0,21.0,0.0,48.0,37.0,78.0,18.0,28.0,227.0,9.0,0.0,11.0,26.0,10.0,2.0,11.0,11.0,267.0,408.0,184.0,96.0,6.0,21.0,1.0,3.0,15.0,1.0,7.0,0.0
"Production of TV, radio & music",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,5.0,6.0,18.0,14.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,19.0,224.0,141.0,3.0,4.0,0.0,8.0,3.0,2.0,0.0,7.0,5.0,9.0,6.0,3.0,755.0,2.0,0.0,23.0,4.0,1.0,0.0,2.0,3.0,44.0,2.0,5.0,2.0,1.0,3.0,1.0,2.0,2.0,0.0,3.0,0.0
Broadcasting,4.0,0.0,0.0,0.0,0.0,0.0,36.0,8.0,4.0,4.0,0.0,4.0,4.0,0.0,5.0,4.0,5.0,3.0,5.0,7.0,8.0,10.0,8.0,0.0,0.0,4.0,6.0,5.0,4.0,0.0,2.0,9.0,0.0,15.0,23.0,54.0,53.0,5.0,0.0,5.0,5.0,4.0,5.0,12.0,21.0,59.0,42.0,10.0,16.0,5.0,19.0,12.0,9.0,0.0,28.0,16.0,30.0,13.0,9.0,279.0,7.0,0.0,12.0,17.0,4.0,0.0,5.0,11.0,24.0,10.0,6.0,8.0,6.0,5.0,5.0,7.0,9.0,0.0,7.0,0.0
Telecommunication,67.0,0.0,4.0,2.0,3.0,4.0,49.0,4.0,1.0,6.0,8.0,10.0,17.0,4.0,24.0,7.0,12.0,11.0,6.0,30.0,25.0,6.0,43.0,8.0,8.0,13.0,16.0,21.0,38.0,9.0,16.0,76.0,26.0,144.0,72.0,449.0,208.0,60.0,19.0,19.0,83.0,15.0,26.0,62.0,49.0,10.0,4.0,110.0,77.0,7.0,408.0,89.0,54.0,5.0,279.0,112.0,538.0,84.0,15.0,43.0,38.0,5.0,22.0,44.0,13.0,11.0,30.0,30.0,216.0,141.0,237.0,164.0,57.0,56.0,27.0,104.0,81.0,6.0,29.0,0.0
IT-services,55.0,1.0,3.0,15.0,3.0,18.0,96.0,16.0,3.0,3.0,4.0,23.0,19.0,15.0,287.0,18.0,18.0,15.0,26.0,41.0,72.0,19.0,49.0,8.0,24.0,6.0,17.0,30.0,66.0,15.0,25.0,82.0,92.0,147.0,80.0,1648.0,188.0,62.0,136.0,56.0,130.0,19.0,61.0,92.0,105.0,48.0,42.0,508.0,4864.0,487.0,350.0,163.0,87.0,0.0,176.0,153.0,757.0,373.0,112.0,48.0,42.0,6.0,75.0,266.0,25.0,35.0,50.0,44.0,1048.0,264.0,110.0,111.0,39.0,25.0,2.0,43.0,48.0,29.0,20.0,0.0
Info services,11.0,0.0,0.0,1.0,1.0,5.0,24.0,2.0,1.0,3.0,0.0,4.0,5.0,1.0,33.0,3.0,8.0,3.0,5.0,11.0,26.0,14.0,12.0,3.0,2.0,3.0,1.0,4.0,12.0,5.0,4.0,16.0,5.0,14.0,22.0,113.0,41.0,12.0,5.0,24.0,13.0,5.0,2.0,19.0,32.0,20.0,14.0,48.0,424.0,62.0,133.0,60.0,17.0,0.0,33.0,27.0,121.0,20.0,1.0,23.0,11.0,0.0,17.0,13.0,11.0,11.0,1.0,19.0,110.0,14.0,16.0,8.0,2.0,1.0,2.0,6.0,22.0,4.0,10.0,0.0
Banking,160.0,1.0,5.0,147.0,12.0,59.0,587.0,48.0,10.0,31.0,28.0,76.0,49.0,269.0,470.0,51.0,78.0,64.0,68.0,201.0,375.0,111.0,257.0,73.0,89.0,32.0,61.0,89.0,199.0,21.0,111.0,295.0,141.0,320.0,201.0,1320.0,393.0,252.0,84.0,103.0,231.0,84.0,85.0,144.0,59.0,61.0,19.0,171.0,352.0,27.0,3352.0,2894.0,576.0,23920.0,447.0,177.0,1019.0,144.0,63.0,88.0,42.0,6.0,148.0,271.0,108.0,16.0,90.0,47.0,1619.0,181.0,447.0,440.0,57.0,17.0,21.0,90.0,285.0,11.0,49.0,0.0
Insurers&pensions,105.0,0.0,2.0,1.0,0.0,2.0,38.0,7.0,0.0,5.0,5.0,5.0,8.0,3.0,13.0,4.0,10.0,9.0,2.0,16.0,12.0,7.0,15.0,3.0,3.0,9.0,5.0,15.0,15.0,1.0,20.0,21.0,16.0,53.0,41.0,283.0,109.0,76.0,14.0,7.0,26.0,2.0,22.0,17.0,6.0,7.0,2.0,11.0,49.0,5.0,107.0,195.0,28.0,101.0,122.0,34.0,85.0,38.0,12.0,15.0,8.0,3.0,108.0,30.0,6.0,8.0,10.0,8.0,1985.0,15.0,7.0,8.0,1.0,1.0,0.0,6.0,2.0,5.0,19.0,0.0
Remainder Financial Services,10.0,0.0,0.0,1.0,0.0,2.0,22.0,1.0,0.0,1.0,2.0,5.0,2.0,2.0,22.0,0.0,4.0,1.0,3.0,2.0,10.0,12.0,6.0,3.0,3.0,1.0,2.0,1.0,5.0,2.0,0.0,2.0,3.0,3.0,2.0,43.0,14.0,8.0,4.0,0.0,7.0,9.0,4.0,8.0,2.0,2.0,0.0,4.0,4.0,1.0,1644.0,3087.0,0.0,55.0,12.0,8.0,100.0,5.0,4.0,0.0,1.0,1.0,28.0,4.0,2.0,1.0,2.0,2.0,78.0,29.0,58.0,49.0,1.0,1.0,2.0,0.0,16.0,0.0,9.0,0.0
Rental,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exploitation real estate,4.0,0.0,0.0,25.0,8.0,14.0,228.0,34.0,1.0,33.0,44.0,44.0,64.0,33.0,133.0,19.0,74.0,62.0,35.0,263.0,81.0,58.0,183.0,5.0,56.0,49.0,37.0,60.0,108.0,4.0,79.0,327.0,77.0,323.0,601.0,1033.0,4304.0,135.0,0.0,25.0,574.0,53.0,382.0,862.0,54.0,72.0,16.0,215.0,457.0,27.0,318.0,150.0,141.0,24.0,1796.0,519.0,661.0,245.0,116.0,172.0,50.0,12.0,129.0,246.0,65.0,16.0,65.0,56.0,105.0,238.0,132.0,815.0,16.0,14.0,1.0,71.0,125.0,27.0,188.0,0.0
Legal,245.0,0.0,5.0,6.0,3.0,11.0,214.0,12.0,2.0,8.0,12.0,33.0,27.0,8.0,195.0,22.0,35.0,9.0,21.0,60.0,83.0,70.0,63.0,21.0,16.0,13.0,18.0,35.0,44.0,11.0,21.0,77.0,64.0,108.0,62.0,1088.0,405.0,118.0,35.0,28.0,84.0,85.0,43.0,84.0,32.0,25.0,18.0,45.0,148.0,14.0,529.0,352.0,244.0,0.0,207.0,361.0,1858.0,69.0,25.0,229.0,83.0,5.0,30.0,264.0,61.0,5.0,22.0,144.0,1372.0,593.0,184.0,160.0,90.0,59.0,14.0,98.0,245.0,33.0,38.0,0.0
Holdings,98.0,0.0,2.0,79.0,19.0,116.0,892.0,134.0,12.0,64.0,44.0,306.0,126.0,82.0,1125.0,245.0,159.0,99.0,69.0,293.0,693.0,268.0,511.0,103.0,126.0,70.0,48.0,205.0,145.0,35.0,107.0,340.0,190.0,484.0,356.0,6565.0,930.0,731.0,220.0,155.0,449.0,488.0,175.0,274.0,164.0,137.0,69.0,449.0,1378.0,384.0,730.0,371.0,378.0,3.0,692.0,1272.0,4160.0,684.0,250.0,334.0,324.0,18.0,226.0,481.0,132.0,77.0,208.0,267.0,1183.0,220.0,185.0,135.0,57.0,40.0,5.0,65.0,205.0,17.0,64.0,0.0
Architecture,48.0,0.0,2.0,100.0,8.0,270.0,120.0,7.0,3.0,4.0,6.0,15.0,11.0,109.0,122.0,16.0,15.0,7.0,11.0,71.0,25.0,43.0,81.0,20.0,24.0,10.0,10.0,29.0,70.0,38.0,1.0,409.0,308.0,311.0,70.0,255.0,118.0,28.0,12.0,1.0,102.0,17.0,9.0,21.0,6.0,1.0,1.0,51.0,15.0,7.0,34.0,59.0,36.0,43.0,198.0,22.0,427.0,842.0,22.0,22.0,29.0,1.0,16.0,26.0,19.0,2.0,6.0,8.0,542.0,39.0,19.0,8.0,8.0,7.0,4.0,9.0,54.0,4.0,13.0,0.0
Research,4.0,0.0,0.0,6.0,0.0,16.0,76.0,2.0,0.0,2.0,1.0,5.0,0.0,30.0,109.0,21.0,2.0,2.0,2.0,9.0,27.0,42.0,23.0,6.0,3.0,3.0,7.0,0.0,3.0,5.0,0.0,6.0,8.0,4.0,13.0,45.0,20.0,4.0,3.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,6.0,12.0,0.0,3.0,7.0,159.0,36.0,175.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Advertising,20.0,0.0,0.0,3.0,2.0,8.0,112.0,47.0,9.0,8.0,5.0,10.0,15.0,10.0,99.0,15.0,21.0,8.0,26.0,30.0,58.0,40.0,53.0,31.0,21.0,5.0,14.0,12.0,39.0,6.0,8.0,38.0,19.0,111.0,168.0,1260.0,588.0,58.0,17.0,29.0,41.0,16.0,35.0,89.0,117.0,69.0,23.0,128.0,197.0,31.0,240.0,117.0,64.0,0.0,127.0,143.0,338.0,79.0,34.0,959.0,46.0,5.0,55.0,174.0,38.0,6.0,28.0,95.0,425.0,73.0,41.0,42.0,29.0,16.0,20.0,41.0,58.0,7.0,34.0,0.0
Design,24.0,0.0,0.0,6.0,0.0,2.0,53.0,7.0,5.0,3.0,0.0,12.0,16.0,5.0,62.0,5.0,9.0,5.0,12.0,13.0,23.0,27.0,23.0,5.0,25.0,3.0,9.0,12.0,8.0,2.0,8.0,24.0,17.0,33.0,64.0,323.0,184.0,36.0,22.0,19.0,33.0,16.0,26.0,54.0,46.0,31.0,23.0,29.0,183.0,68.0,80.0,83.0,31.0,0.0,86.0,40.0,484.0,37.0,22.0,153.0,446.0,2.0,33.0,35.0,27.0,13.0,23.0,41.0,280.0,79.0,19.0,46.0,24.0,21.0,6.0,19.0,33.0,12.0,21.0,0.0
Veterinary,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0
Rental of movable property,40.0,1.0,2.0,9.0,2.0,24.0,102.0,26.0,0.0,1.0,6.0,15.0,32.0,6.0,46.0,9.0,33.0,23.0,17.0,65.0,8.0,11.0,21.0,6.0,11.0,14.0,24.0,13.0,76.0,6.0,46.0,125.0,133.0,275.0,24.0,491.0,65.0,94.0,65.0,92.0,71.0,76.0,7.0,30.0,15.0,66.0,67.0,47.0,201.0,6.0,50.0,61.0,26.0,0.0,37.0,53.0,197.0,32.0,12.0,18.0,41.0,7.0,182.0,8.0,8.0,11.0,39.0,52.0,49.0,39.0,43.0,98.0,24.0,18.0,6.0,62.0,29.0,8.0,18.0,0.0
Employment Agencies,86.0,0.0,2.0,80.0,14.0,189.0,1152.0,59.0,7.0,53.0,62.0,70.0,83.0,39.0,349.0,126.0,177.0,151.0,129.0,615.0,160.0,157.0,708.0,242.0,211.0,75.0,48.0,215.0,423.0,31.0,235.0,187.0,162.0,931.0,145.0,1710.0,666.0,747.0,183.0,30.0,666.0,144.0,161.0,269.0,107.0,34.0,25.0,206.0,118.0,45.0,425.0,219.0,154.0,0.0,285.0,227.0,1467.0,609.0,148.0,115.0,26.0,5.0,123.0,1047.0,40.0,76.0,291.0,260.0,1204.0,993.0,276.0,420.0,14.0,10.0,2.0,94.0,67.0,32.0,54.0,0.0
Travel services,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,38.0,17.0,11.0,10.0,334.0,3.0,0.0,129.0,19.0,1.0,1.0,1.0,0.0,6.0,0.0,9.0,72.0,5.0,6.0,17.0,2.0,59.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,1695.0,0.0,1.0,1.0,31.0,14.0,2.0,2.0,22.0,16.0,16.0,70.0,7.0,0.0,1.0,0.0
Security,1.0,0.0,0.0,2.0,1.0,3.0,31.0,1.0,0.0,2.0,2.0,15.0,2.0,4.0,32.0,4.0,8.0,3.0,6.0,12.0,7.0,6.0,12.0,4.0,3.0,3.0,9.0,6.0,7.0,9.0,4.0,9.0,5.0,15.0,11.0,71.0,185.0,39.0,11.0,2.0,343.0,16.0,29.0,30.0,6.0,1.0,1.0,19.0,8.0,1.0,16.0,14.0,8.0,3.0,35.0,12.0,79.0,7.0,4.0,4.0,3.0,1.0,4.0,7.0,1.0,132.0,91.0,5.0,280.0,235.0,6.0,10.0,12.0,16.0,10.0,34.0,4.0,0.0,4.0,0.0
Cleaning,40.0,1.0,0.0,6.0,4.0,6.0,61.0,5.0,0.0,4.0,4.0,6.0,6.0,11.0,41.0,7.0,11.0,15.0,7.0,24.0,14.0,14.0,28.0,10.0,11.0,6.0,28.0,19.0,36.0,11.0,24.0,24.0,25.0,55.0,81.0,259.0,238.0,77.0,103.0,12.0,108.0,11.0,104.0,120.0,10.0,6.0,3.0,29.0,132.0,5.0,67.0,71.0,48.0,47.0,587.0,56.0,311.0,52.0,21.0,45.0,40.0,4.0,392.0,75.0,13.0,26.0,490.0,14.0,1231.0,706.0,268.0,265.0,103.0,104.0,19.0,136.0,112.0,5.0,42.0,0.0
Remaining Services,134.0,0.0,4.0,0.0,1.0,2.0,51.0,9.0,4.0,4.0,4.0,9.0,4.0,1.0,63.0,6.0,6.0,6.0,9.0,13.0,27.0,21.0,21.0,4.0,4.0,2.0,5.0,3.0,24.0,11.0,4.0,19.0,8.0,31.0,40.0,222.0,85.0,20.0,4.0,24.0,11.0,10.0,29.0,35.0,25.0,17.0,8.0,108.0,307.0,52.0,72.0,67.0,50.0,0.0,69.0,23.0,332.0,14.0,3.0,106.0,47.0,1.0,137.0,36.0,36.0,3.0,16.0,78.0,165.0,40.0,13.0,40.0,25.0,5.0,6.0,5.0,27.0,22.0,9.0,0.0
Public services,96.0,0.0,5.0,9.0,3.0,8.0,148.0,20.0,1.0,15.0,12.0,47.0,14.0,10.0,101.0,13.0,26.0,14.0,54.0,57.0,24.0,36.0,54.0,18.0,17.0,11.0,18.0,15.0,247.0,8.0,131.0,71.0,20.0,97.0,94.0,364.0,173.0,164.0,48.0,7.0,59.0,14.0,47.0,96.0,17.0,9.0,8.0,68.0,193.0,11.0,165.0,79.0,83.0,0.0,91.0,86.0,222.0,45.0,25.0,275.0,23.0,5.0,9.0,66.0,11.0,11.0,36.0,42.0,1044.0,229.0,373.0,453.0,16.0,8.0,6.0,54.0,37.0,5.0,30.0,0.0
Education,7.0,0.0,0.0,10.0,2.0,2.0,35.0,6.0,0.0,1.0,1.0,5.0,5.0,3.0,32.0,11.0,6.0,5.0,2.0,18.0,11.0,7.0,41.0,7.0,10.0,2.0,17.0,14.0,21.0,5.0,12.0,20.0,28.0,46.0,30.0,132.0,53.0,21.0,11.0,18.0,29.0,4.0,29.0,53.0,12.0,34.0,25.0,25.0,49.0,6.0,156.0,98.0,43.0,0.0,34.0,232.0,301.0,43.0,139.0,46.0,11.0,3.0,7.0,66.0,3.0,7.0,11.0,13.0,1271.0,613.0,268.0,215.0,154.0,28.0,4.0,59.0,67.0,1.0,13.0,0.0
Healthcare,7.0,0.0,0.0,3.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,3.0,2.0,8.0,6.0,0.0,3.0,4.0,3.0,11.0,6.0,2.0,10.0,3.0,2.0,1.0,2.0,5.0,4.0,0.0,2.0,9.0,6.0,15.0,18.0,80.0,35.0,21.0,1.0,1.0,11.0,1.0,4.0,10.0,2.0,1.0,1.0,4.0,32.0,1.0,15.0,10.0,7.0,0.0,7.0,11.0,13.0,13.0,3.0,6.0,0.0,0.0,0.0,38.0,10.0,2.0,3.0,5.0,975.0,47.0,2105.0,503.0,2.0,1.0,0.0,7.0,9.0,9.0,3.0,0.0
Caretaking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,198.0,3.0,139.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Creative,1.0,0.0,0.0,3.0,0.0,2.0,16.0,10.0,0.0,2.0,2.0,2.0,2.0,2.0,7.0,1.0,3.0,3.0,3.0,5.0,9.0,4.0,5.0,2.0,3.0,2.0,6.0,5.0,5.0,0.0,2.0,6.0,5.0,12.0,9.0,43.0,49.0,10.0,4.0,1.0,6.0,1.0,27.0,74.0,38.0,161.0,109.0,12.0,45.0,2.0,20.0,19.0,9.0,0.0,17.0,11.0,82.0,10.0,6.0,38.0,24.0,0.0,181.0,27.0,24.0,3.0,6.0,3.0,48.0,15.0,12.0,5.0,794.0,43.0,18.0,25.0,33.0,1.0,2.0,0.0
Libraries&Archives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,1.0,4.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,3.0,13.0,0.0,14.0,2.0,22.0,0.0,0.0,0.0,2.0,62.0,0.0,7.0,32.0,111.0,0.0,15.0,6.0,0.0,0.0,0.0
Lotteries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
Sport,1.0,0.0,0.0,1.0,1.0,1.0,19.0,5.0,2.0,2.0,1.0,2.0,4.0,1.0,7.0,2.0,5.0,2.0,5.0,4.0,7.0,6.0,8.0,2.0,3.0,2.0,2.0,5.0,5.0,1.0,19.0,9.0,4.0,14.0,17.0,66.0,48.0,7.0,2.0,7.0,6.0,4.0,6.0,13.0,12.0,20.0,19.0,11.0,11.0,5.0,27.0,24.0,8.0,0.0,16.0,17.0,31.0,8.0,9.0,64.0,7.0,1.0,10.0,22.0,32.0,1.0,7.0,11.0,176.0,62.0,3.0,13.0,10.0,10.0,69.0,661.0,10.0,0.0,13.0,0.0
Hobby Associations,59.0,0.0,1.0,3.0,0.0,5.0,37.0,5.0,1.0,4.0,3.0,4.0,2.0,3.0,37.0,2.0,7.0,4.0,8.0,14.0,5.0,4.0,10.0,7.0,13.0,8.0,16.0,8.0,7.0,2.0,20.0,16.0,12.0,34.0,27.0,75.0,42.0,25.0,10.0,2.0,14.0,0.0,19.0,37.0,11.0,7.0,5.0,10.0,123.0,9.0,52.0,38.0,30.0,0.0,76.0,40.0,52.0,21.0,7.0,20.0,15.0,2.0,9.0,16.0,10.0,3.0,19.0,8.0,107.0,34.0,239.0,84.0,4.0,10.0,1.0,21.0,86.0,3.0,9.0,0.0
Reparation goods,2.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,10.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,2.0,3.0,1.0,5.0,3.0,8.0,2.0,10.0,14.0,4.0,5.0,14.0,4.0,1.0,3.0,3.0,2.0,0.0,0.0,9.0,30.0,13.0,16.0,9.0,3.0,0.0,59.0,7.0,31.0,19.0,0.0,15.0,2.0,0.0,2.0,4.0,1.0,0.0,5.0,0.0,13.0,7.0,4.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,0.0
Remainder of Personal Service Provision,5.0,0.0,0.0,1.0,1.0,1.0,14.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,4.0,1.0,5.0,1.0,6.0,1.0,2.0,1.0,3.0,3.0,2.0,6.0,25.0,30.0,20.0,9.0,3.0,4.0,8.0,1.0,74.0,67.0,1.0,10.0,5.0,1.0,8.0,1.0,2.0,13.0,4.0,0.0,7.0,6.0,12.0,5.0,1.0,3.0,9.0,14.0,0.0,22.0,0.0,8.0,24.0,4.0,71.0,18.0,130.0,174.0,27.0,9.0,2.0,28.0,7.0,0.0,254.0,0.0
Households with personnel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
