,Agriculture,Forestry,Fishery,Mining Oil&Gas,Remainder Mining,Supporting Mining,Food Supplements,Beverages,Tobacco,Textile&Clothing,Wood,Paper,Graphical,Oil,Chemical,Pharmaceutical,Rubber&Plastic,Building Material,Raw Metal,Metal Product,Electrotechnical,Electrical devices,Machines,Car,Remainder Transport,Furniture,Remainder industry,Reparation Machines,Energy,Waterpipes,Sewerage,General Building,Ground&Water Building,Specialized building,Car trade&repair,Wholesale,Retail,Land Transport,Water Transport,Air Transport,Storage for transport,Postal,Lodging,Restaurants,Publishers,"Production of TV, radio & music",Broadcasting,Telecommunication,IT-services,Info services,Banking,Insurers&pensions,Remainder Financial Services,Rental,Exploitation real estate,Legal,Holdings,Architecture,Research,Advertising,Design,Veterinary,Rental of movable property,Employment Agencies,Travel services,Security,Cleaning,Remaining Services,Public services,Education,Healthcare,Caretaking,Creative,Libraries&Archives,Lotteries,Sport,Hobby Associations,Reparation goods,Remainder of Personal Service Provision,Households with personnel
Wood,27.0,0.0,0.0,0.0,1.0,0.0,55.0,56.0,1.0,20.0,138.0,16.0,3.0,2.0,39.0,8.0,29.0,33.0,0.0,40.0,5.0,1.0,16.0,0.0,2.0,34.0,22.0,0.0,2.0,0.0,0.0,927.0,47.0,164.0,0.0,21.0,50.0,9.0,0.0,0.0,43.0,0.0,13.0,5.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,89.0,195.0,2.0,3.0,0.0,7.0,6.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,147.0,18.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,65.0,0.0
Paper,11.0,0.0,3.0,7.0,0.0,3.0,576.0,149.0,10.0,14.0,1.0,950.0,105.0,2.0,54.0,36.0,86.0,35.0,24.0,40.0,27.0,4.0,94.0,4.0,5.0,30.0,20.0,3.0,3.0,2.0,6.0,10.0,3.0,21.0,5.0,37.0,40.0,6.0,8.0,4.0,12.0,0.0,5.0,22.0,122.0,4.0,3.0,6.0,12.0,4.0,8.0,7.0,4.0,2.0,21.0,11.0,14.0,5.0,6.0,14.0,8.0,0.0,6.0,6.0,1.0,1.0,63.0,176.0,39.0,33.0,69.0,52.0,11.0,3.0,0.0,3.0,10.0,8.0,4.0,0.0
Graphical,10.0,0.0,0.0,0.0,2.0,0.0,82.0,40.0,1.0,2.0,4.0,18.0,64.0,0.0,38.0,0.0,17.0,9.0,17.0,12.0,22.0,17.0,21.0,14.0,4.0,1.0,7.0,8.0,7.0,1.0,9.0,19.0,12.0,38.0,65.0,232.0,124.0,24.0,10.0,4.0,12.0,5.0,38.0,65.0,477.0,24.0,9.0,83.0,112.0,24.0,143.0,27.0,33.0,0.0,27.0,37.0,186.0,14.0,12.0,210.0,9.0,2.0,23.0,27.0,72.0,2.0,9.0,26.0,57.0,53.0,33.0,40.0,19.0,14.0,4.0,7.0,9.0,1.0,3.0,0.0
Oil,150.0,1.0,24.0,7.0,2.0,5.0,27.0,4.0,0.0,0.0,4.0,1.0,2.0,1252.0,1267.0,15.0,3.0,11.0,14.0,9.0,0.0,7.0,3.0,0.0,5.0,5.0,4.0,9.0,63.0,0.0,12.0,42.0,137.0,104.0,23.0,195.0,51.0,316.0,272.0,783.0,81.0,10.0,2.0,12.0,0.0,3.0,1.0,1.0,22.0,3.0,27.0,26.0,17.0,0.0,28.0,12.0,49.0,31.0,1.0,12.0,4.0,1.0,103.0,21.0,1.0,0.0,19.0,4.0,42.0,66.0,8.0,16.0,9.0,3.0,0.0,35.0,19.0,3.0,14.0,0.0
Chemical,269.0,0.0,0.0,5.0,15.0,0.0,153.0,12.0,102.0,103.0,20.0,246.0,68.0,328.0,11195.0,78.0,1127.0,58.0,55.0,90.0,40.0,61.0,36.0,71.0,28.0,289.0,116.0,37.0,10.0,42.0,10.0,101.0,24.0,307.0,3.0,215.0,0.0,3.0,4.0,0.0,0.0,0.0,3.0,8.0,27.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,64.0,0.0,8.0,4.0,195.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,30.0,41.0,21.0,5.0,8.0,5.0,2.0,4.0,0.0,6.0,12.0,0.0
Pharmaceutical,17.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,3.0,3.0,0.0,4.0,0.0,0.0,86.0,158.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,0.0,10.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rubber&Plastic,32.0,0.0,0.0,7.0,1.0,9.0,242.0,34.0,8.0,9.0,75.0,153.0,10.0,5.0,157.0,17.0,240.0,210.0,25.0,97.0,12.0,34.0,112.0,157.0,33.0,69.0,61.0,28.0,4.0,0.0,7.0,211.0,69.0,486.0,7.0,39.0,24.0,14.0,2.0,4.0,11.0,1.0,4.0,11.0,31.0,5.0,1.0,5.0,10.0,1.0,3.0,3.0,3.0,34.0,91.0,10.0,29.0,1.0,12.0,2.0,6.0,0.0,0.0,5.0,0.0,0.0,23.0,12.0,5.0,10.0,13.0,39.0,5.0,3.0,0.0,4.0,6.0,32.0,11.0,0.0
Building Material,8.0,0.0,0.0,0.0,0.0,0.0,32.0,90.0,5.0,0.0,1.0,2.0,0.0,0.0,8.0,12.0,6.0,283.0,7.0,24.0,16.0,6.0,8.0,0.0,0.0,1.0,30.0,0.0,9.0,0.0,8.0,2184.0,539.0,830.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,114.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,26.0,22.0,18.0,0.0,8.0,3.0,0.0,5.0,0.0,0.0,14.0,0.0
Raw Metal,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,35.0,0.0,5.0,25.0,24.0,1252.0,19.0,13.0,192.0,91.0,4.0,16.0,4.0,12.0,81.0,0.0,29.0,144.0,262.0,158.0,43.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Metal Product,29.0,2.0,0.0,11.0,7.0,4.0,324.0,49.0,4.0,4.0,49.0,5.0,3.0,2.0,114.0,4.0,24.0,10.0,28.0,3498.0,39.0,3.0,1887.0,480.0,414.0,29.0,20.0,1650.0,48.0,1.0,148.0,1878.0,731.0,1597.0,27.0,347.0,5.0,14.0,1.0,0.0,8.0,0.0,3.0,1.0,10.0,1.0,0.0,1.0,5.0,12.0,0.0,0.0,0.0,6.0,79.0,6.0,51.0,340.0,0.0,6.0,1.0,1.0,1.0,2.0,0.0,0.0,19.0,1.0,253.0,16.0,20.0,17.0,2.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0
Electrotechnical,4.0,0.0,0.0,7.0,2.0,0.0,17.0,2.0,9.0,1.0,0.0,3.0,2.0,6.0,16.0,2.0,3.0,10.0,29.0,20.0,206.0,35.0,80.0,19.0,62.0,6.0,12.0,28.0,10.0,0.0,10.0,65.0,4.0,50.0,8.0,54.0,22.0,8.0,1.0,0.0,23.0,2.0,7.0,9.0,0.0,3.0,2.0,228.0,26.0,0.0,2.0,1.0,9.0,1.0,7.0,13.0,138.0,2.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,42.0,0.0,5.0,14.0,15.0,387.0,9.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0
Electrical devices,4.0,0.0,0.0,3.0,4.0,7.0,10.0,5.0,14.0,0.0,0.0,2.0,2.0,1.0,10.0,2.0,7.0,2.0,6.0,22.0,16.0,73.0,24.0,56.0,47.0,0.0,3.0,87.0,2.0,0.0,7.0,113.0,9.0,122.0,0.0,53.0,20.0,9.0,2.0,0.0,20.0,0.0,7.0,10.0,0.0,0.0,0.0,37.0,15.0,0.0,9.0,3.0,0.0,2.0,27.0,13.0,399.0,155.0,8.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,4.0,2.0,11.0,7.0,9.0,4.0,0.0,0.0,0.0,11.0,0.0,2.0,2.0,0.0
Machines,264.0,10.0,5.0,20.0,11.0,7.0,142.0,15.0,1.0,10.0,25.0,31.0,9.0,35.0,164.0,23.0,62.0,38.0,126.0,268.0,141.0,30.0,2041.0,121.0,127.0,17.0,16.0,222.0,70.0,5.0,59.0,307.0,49.0,247.0,104.0,250.0,133.0,39.0,14.0,0.0,57.0,3.0,10.0,9.0,15.0,0.0,0.0,26.0,0.0,0.0,2.0,0.0,0.0,0.0,23.0,0.0,38.0,98.0,10.0,4.0,6.0,0.0,86.0,5.0,5.0,0.0,18.0,6.0,105.0,6.0,10.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0
Car,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1669.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,3.0,321.0,33.0,3.0,7.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Remainder Transport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,26.0,0.0,1.0,0.0,348.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,10.0,7.0,45.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Furniture,5.0,0.0,0.0,2.0,0.0,2.0,9.0,3.0,0.0,0.0,30.0,1.0,0.0,0.0,5.0,0.0,1.0,4.0,3.0,2.0,1.0,2.0,3.0,15.0,16.0,145.0,6.0,14.0,2.0,0.0,3.0,62.0,0.0,4.0,3.0,35.0,65.0,7.0,2.0,1.0,5.0,0.0,11.0,19.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,0.0
Remainder industry,65.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,4.0,5.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,3.0,5.0,12.0,2.0,6.0,3.0,183.0,7.0,0.0,0.0,7.0,10.0,9.0,15.0,3.0,68.0,20.0,3.0,0.0,0.0,7.0,4.0,8.0,13.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,0.0,5.0,0.0,5.0,9.0,2.0,0.0,0.0,16.0,0.0,6.0,16.0,13.0,256.0,33.0,12.0,17.0,7.0,7.0,0.0,12.0,0.0,0.0,6.0,0.0
Reparation Machines,357.0,11.0,10.0,126.0,18.0,16.0,311.0,34.0,2.0,8.0,11.0,70.0,24.0,75.0,362.0,31.0,56.0,76.0,348.0,175.0,35.0,53.0,394.0,17.0,806.0,9.0,8.0,314.0,143.0,6.0,121.0,140.0,111.0,311.0,0.0,271.0,177.0,104.0,85.0,941.0,121.0,1.0,39.0,126.0,5.0,0.0,0.0,29.0,116.0,12.0,5.0,5.0,8.0,0.0,89.0,29.0,208.0,65.0,25.0,8.0,3.0,1.0,143.0,9.0,0.0,34.0,31.0,15.0,291.0,5.0,15.0,7.0,1.0,1.0,1.0,3.0,0.0,4.0,18.0,0.0
Energy,292.0,3.0,3.0,944.0,24.0,5.0,221.0,10.0,137.0,13.0,10.0,53.0,13.0,137.0,668.0,11.0,80.0,73.0,196.0,104.0,12.0,31.0,69.0,24.0,15.0,31.0,17.0,24.0,2020.0,33.0,86.0,28.0,15.0,39.0,107.0,385.0,539.0,119.0,6.0,5.0,119.0,12.0,103.0,192.0,9.0,13.0,4.0,58.0,46.0,28.0,31.0,25.0,16.0,51.0,153.0,41.0,56.0,29.0,20.0,16.0,11.0,5.0,16.0,14.0,9.0,1.0,23.0,31.0,242.0,152.0,105.0,135.0,52.0,38.0,44.0,117.0,76.0,4.0,60.0,0.0
Waterpipes,36.0,0.0,0.0,5.0,12.0,17.0,64.0,4.0,17.0,0.0,3.0,1.0,1.0,8.0,36.0,8.0,7.0,6.0,40.0,6.0,3.0,1.0,4.0,3.0,0.0,1.0,3.0,5.0,10.0,10.0,27.0,3.0,2.0,9.0,3.0,17.0,11.0,4.0,1.0,0.0,2.0,1.0,20.0,8.0,2.0,1.0,0.0,1.0,1.0,1.0,7.0,7.0,5.0,0.0,10.0,7.0,18.0,2.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,36.0,13.0,17.0,20.0,7.0,1.0,0.0,12.0,7.0,1.0,8.0,0.0
Sewerage,373.0,0.0,2.0,5.0,13.0,0.0,185.0,7.0,4.0,2.0,1.0,31.0,9.0,11.0,301.0,2.0,151.0,138.0,710.0,299.0,18.0,23.0,22.0,5.0,2.0,3.0,3.0,6.0,19.0,2.0,2125.0,114.0,153.0,116.0,16.0,147.0,41.0,10.0,3.0,1.0,15.0,10.0,20.0,23.0,2.0,4.0,2.0,17.0,17.0,1.0,12.0,17.0,25.0,2.0,45.0,14.0,183.0,11.0,9.0,4.0,2.0,0.0,4.0,6.0,4.0,0.0,3.0,10.0,1022.0,50.0,111.0,61.0,8.0,9.0,4.0,32.0,10.0,0.0,3.0,0.0
General Building,122.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,12.0,0.0,0.0,13.0,1.0,1.0,0.0,3.0,16.0,10.0,14.0,9.0,4609.0,734.0,613.0,7.0,92.0,22.0,8.0,1.0,3.0,68.0,3.0,15.0,14.0,0.0,1.0,0.0,43.0,8.0,0.0,4.0,4.0,3.0,2595.0,2089.0,22.0,255.0,456.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,293.0,318.0,88.0,172.0,5.0,1.0,7.0,28.0,13.0,0.0,4.0,0.0
Ground&Water Building,6.0,7.0,1.0,1.0,3.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,0.0,2.0,0.0,0.0,16.0,0.0,0.0,10.0,1.0,2.0,11.0,3.0,8.0,1036.0,42.0,5.0,1536.0,908.0,921.0,3.0,95.0,14.0,36.0,0.0,0.0,411.0,0.0,9.0,21.0,0.0,0.0,1.0,212.0,0.0,0.0,0.0,0.0,0.0,28.0,54.0,0.0,5.0,159.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1935.0,12.0,3.0,23.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0
Specialized building,248.0,6.0,1.0,11.0,2.0,1.0,86.0,8.0,2.0,8.0,5.0,15.0,9.0,9.0,112.0,13.0,16.0,11.0,39.0,37.0,6.0,2.0,31.0,12.0,33.0,5.0,10.0,15.0,56.0,13.0,32.0,10873.0,3528.0,5881.0,21.0,156.0,124.0,53.0,15.0,19.0,213.0,7.0,30.0,43.0,4.0,5.0,2.0,258.0,31.0,5.0,18.0,19.0,14.0,3331.0,2874.0,16.0,301.0,110.0,31.0,10.0,5.0,1.0,28.0,16.0,0.0,4.0,27.0,12.0,803.0,435.0,140.0,249.0,23.0,7.0,21.0,64.0,29.0,2.0,15.0,0.0
Car trade&repair,67.0,7.0,0.0,7.0,4.0,2.0,80.0,5.0,0.0,6.0,10.0,4.0,7.0,2.0,22.0,3.0,9.0,19.0,13.0,42.0,4.0,7.0,29.0,48.0,5.0,18.0,12.0,22.0,4.0,4.0,108.0,71.0,44.0,205.0,2752.0,442.0,130.0,729.0,0.0,0.0,76.0,44.0,6.0,33.0,8.0,10.0,2.0,30.0,48.0,12.0,50.0,54.0,39.0,0.0,56.0,50.0,278.0,55.0,7.0,33.0,21.0,2.0,1221.0,21.0,3.0,21.0,70.0,13.0,124.0,92.0,66.0,54.0,26.0,13.0,3.0,41.0,36.0,4.0,13.0,0.0
Wholesale,236.0,7.0,3.0,23.0,12.0,10.0,690.0,83.0,18.0,37.0,27.0,211.0,47.0,60.0,526.0,49.0,135.0,87.0,509.0,148.0,85.0,149.0,395.0,92.0,58.0,28.0,30.0,52.0,120.0,5.0,391.0,160.0,80.0,235.0,79.0,3723.0,612.0,98.0,32.0,26.0,149.0,50.0,49.0,113.0,54.0,32.0,11.0,85.0,730.0,182.0,21.0,36.0,39.0,0.0,111.0,130.0,538.0,210.0,37.0,54.0,67.0,1.0,162.0,61.0,24.0,9.0,43.0,42.0,255.0,33.0,69.0,64.0,19.0,12.0,6.0,22.0,22.0,15.0,17.0,0.0
Retail,5.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,0.0,1.0,2.0,5.0,2.0,0.0,13.0,0.0,7.0,5.0,3.0,2.0,6.0,7.0,4.0,3.0,0.0,1.0,0.0,4.0,1.0,0.0,4.0,0.0,3.0,14.0,12.0,52.0,1044.0,10.0,2.0,0.0,5.0,10.0,3.0,5.0,0.0,0.0,0.0,197.0,3.0,0.0,6.0,4.0,3.0,0.0,11.0,5.0,65.0,7.0,0.0,4.0,33.0,0.0,23.0,0.0,0.0,0.0,9.0,0.0,9.0,6.0,6.0,0.0,4.0,4.0,3.0,5.0,2.0,0.0,0.0,0.0
Land Transport,86.0,0.0,2.0,12.0,5.0,1.0,58.0,11.0,2.0,9.0,2.0,12.0,11.0,125.0,105.0,5.0,14.0,9.0,19.0,37.0,39.0,31.0,31.0,19.0,9.0,5.0,2.0,2.0,11.0,0.0,466.0,20.0,25.0,36.0,123.0,1114.0,167.0,6188.0,27.0,20.0,217.0,11.0,7.0,12.0,13.0,21.0,7.0,25.0,38.0,6.0,19.0,34.0,25.0,0.0,12.0,13.0,161.0,11.0,7.0,7.0,6.0,0.0,22.0,18.0,318.0,1.0,3.0,6.0,231.0,62.0,127.0,150.0,12.0,6.0,1.0,19.0,41.0,0.0,6.0,0.0
Water Transport,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,0.0,165.0,600.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
