,Agriculture,Forestry,Fishery,Mining Oil&Gas,Remainder Mining,Supporting Mining,Food Supplements,Beverages,Tobacco,Textile&Clothing,Wood,Paper,Graphical,Oil,Chemical,Pharmaceutical,Rubber&Plastic,Building Material,Raw Metal,Metal Product,Electrotechnical,Electrical devices,Machines,Car,Remainder Transport,Furniture,Remainder industry,Reparation Machines,Energy,Waterpipes,Sewerage,General Building,Ground&Water Building,Specialized building,Car trade&repair,Wholesale,Retail,Land Transport,Water Transport,Air Transport,Storage for transport,Postal,Lodging,Restaurants,Publishers,"Production of TV, radio & music",Broadcasting,Telecommunication,IT-services,Info services,Banking,Insurers&pensions,Remainder Financial Services,Rental,Exploitation real estate,Legal,Holdings,Architecture,Research,Advertising,Design,Veterinary,Rental of movable property,Employment Agencies,Travel services,Security,Cleaning,Remaining Services,Public services,Education,Healthcare,Caretaking,Creative,Libraries&Archives,Lotteries,Sport,Hobby Associations,Reparation goods,Remainder of Personal Service Provision,Households with personnel
Air Transport,10.0,2.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,2.0,0.0,1.0,949.0,2.0,1.0,0.0,1.0,0.0,3.0,3.0,23.0,10.0,2.0,0.0,151.0,64.0,9.0,3.0,2.0,0.0,1.0,1.0,14.0,4.0,1.0,6.0,4.0,0.0,0.0,9.0,3.0,98.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,718.0,0.0,0.0,1.0,27.0,21.0,51.0,26.0,2.0,1.0,4.0,2.0,3.0,0.0,1.0,0.0
Storage for transport,62.0,0.0,10.0,42.0,0.0,2.0,57.0,3.0,2.0,5.0,2.0,0.0,2.0,468.0,294.0,0.0,3.0,6.0,4.0,4.0,10.0,1.0,4.0,3.0,6.0,0.0,2.0,3.0,46.0,0.0,9.0,8.0,5.0,18.0,85.0,741.0,73.0,553.0,456.0,595.0,4318.0,14.0,7.0,6.0,3.0,3.0,1.0,20.0,34.0,3.0,11.0,17.0,12.0,0.0,4.0,5.0,70.0,7.0,0.0,8.0,9.0,1.0,8.0,7.0,0.0,2.0,2.0,69.0,223.0,7.0,3.0,6.0,6.0,2.0,0.0,0.0,0.0,2.0,7.0,0.0
Postal,29.0,0.0,2.0,1.0,0.0,0.0,20.0,2.0,0.0,1.0,2.0,4.0,5.0,3.0,10.0,4.0,4.0,5.0,4.0,15.0,7.0,1.0,17.0,5.0,3.0,3.0,6.0,10.0,22.0,3.0,4.0,25.0,10.0,46.0,26.0,284.0,177.0,131.0,6.0,3.0,37.0,1005.0,16.0,24.0,43.0,10.0,4.0,54.0,29.0,8.0,69.0,24.0,23.0,0.0,127.0,38.0,102.0,19.0,5.0,14.0,12.0,2.0,14.0,14.0,6.0,10.0,11.0,7.0,401.0,128.0,103.0,161.0,23.0,13.0,7.0,18.0,30.0,2.0,11.0,0.0
Lodging,4.0,0.0,0.0,4.0,1.0,5.0,28.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,12.0,3.0,5.0,6.0,12.0,16.0,13.0,9.0,25.0,5.0,4.0,3.0,6.0,6.0,10.0,2.0,5.0,12.0,9.0,27.0,26.0,180.0,69.0,36.0,17.0,19.0,13.0,8.0,174.0,70.0,13.0,16.0,6.0,20.0,63.0,5.0,41.0,35.0,30.0,0.0,14.0,51.0,127.0,31.0,11.0,6.0,6.0,1.0,7.0,63.0,68.0,4.0,22.0,6.0,73.0,49.0,64.0,48.0,13.0,5.0,0.0,12.0,9.0,1.0,6.0,0.0
Restaurants,8.0,1.0,0.0,9.0,1.0,3.0,75.0,16.0,3.0,4.0,3.0,3.0,8.0,6.0,35.0,3.0,9.0,8.0,17.0,22.0,34.0,25.0,24.0,9.0,15.0,6.0,11.0,8.0,28.0,2.0,7.0,30.0,11.0,44.0,28.0,283.0,55.0,55.0,16.0,410.0,52.0,19.0,31.0,91.0,13.0,20.0,12.0,24.0,73.0,12.0,52.0,43.0,37.0,0.0,19.0,52.0,194.0,23.0,26.0,13.0,17.0,1.0,21.0,21.0,24.0,8.0,86.0,13.0,140.0,36.0,435.0,335.0,11.0,5.0,7.0,61.0,28.0,0.0,9.0,0.0
Publishers,3.0,0.0,0.0,1.0,1.0,1.0,25.0,4.0,0.0,3.0,6.0,8.0,12.0,1.0,18.0,5.0,7.0,2.0,7.0,16.0,6.0,1.0,14.0,6.0,11.0,9.0,10.0,9.0,9.0,1.0,11.0,17.0,9.0,29.0,25.0,195.0,70.0,29.0,5.0,1.0,31.0,1.0,14.0,45.0,304.0,15.0,8.0,21.0,92.0,8.0,50.0,31.0,22.0,0.0,44.0,43.0,84.0,20.0,34.0,237.0,7.0,0.0,10.0,26.0,9.0,4.0,12.0,15.0,263.0,401.0,193.0,103.0,5.0,17.0,1.0,3.0,14.0,2.0,9.0,0.0
"Production of TV, radio & music",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,6.0,9.0,29.0,20.0,0.0,0.0,2.0,2.0,2.0,1.0,7.0,57.0,360.0,194.0,3.0,8.0,0.0,10.0,3.0,2.0,0.0,10.0,5.0,12.0,9.0,3.0,985.0,3.0,0.0,34.0,4.0,1.0,0.0,2.0,4.0,51.0,2.0,8.0,6.0,1.0,3.0,2.0,2.0,2.0,0.0,3.0,0.0
Broadcasting,4.0,0.0,0.0,0.0,0.0,0.0,39.0,8.0,2.0,4.0,0.0,5.0,3.0,0.0,6.0,4.0,6.0,2.0,5.0,8.0,6.0,9.0,8.0,0.0,0.0,4.0,6.0,5.0,4.0,0.0,2.0,10.0,0.0,16.0,25.0,66.0,57.0,4.0,0.0,5.0,7.0,4.0,5.0,14.0,21.0,101.0,53.0,9.0,32.0,8.0,20.0,13.0,10.0,0.0,30.0,19.0,32.0,14.0,10.0,284.0,7.0,0.0,17.0,15.0,5.0,0.0,6.0,11.0,24.0,11.0,6.0,9.0,7.0,5.0,5.0,7.0,9.0,0.0,7.0,0.0
Telecommunication,67.0,0.0,4.0,1.0,4.0,2.0,50.0,5.0,1.0,6.0,7.0,12.0,14.0,6.0,26.0,6.0,14.0,13.0,7.0,30.0,21.0,5.0,42.0,10.0,10.0,15.0,15.0,21.0,43.0,9.0,20.0,85.0,28.0,155.0,79.0,472.0,223.0,59.0,20.0,18.0,93.0,19.0,28.0,68.0,38.0,14.0,5.0,113.0,80.0,14.0,388.0,80.0,59.0,5.0,281.0,120.0,660.0,98.0,16.0,40.0,38.0,5.0,30.0,40.0,14.0,16.0,33.0,33.0,237.0,150.0,246.0,186.0,58.0,54.0,28.0,105.0,80.0,6.0,29.0,0.0
IT-services,55.0,1.0,3.0,14.0,2.0,5.0,87.0,17.0,4.0,1.0,3.0,36.0,25.0,16.0,332.0,22.0,24.0,20.0,31.0,39.0,71.0,41.0,67.0,13.0,26.0,7.0,15.0,38.0,93.0,15.0,17.0,96.0,125.0,182.0,103.0,2455.0,218.0,59.0,138.0,69.0,133.0,36.0,81.0,113.0,91.0,77.0,60.0,566.0,6132.0,1195.0,336.0,156.0,105.0,0.0,195.0,207.0,1028.0,483.0,122.0,50.0,65.0,7.0,128.0,267.0,27.0,45.0,70.0,63.0,1127.0,298.0,127.0,140.0,53.0,31.0,2.0,50.0,51.0,31.0,21.0,0.0
Info services,20.0,0.0,0.0,2.0,2.0,4.0,48.0,5.0,4.0,5.0,0.0,10.0,9.0,0.0,77.0,8.0,17.0,7.0,11.0,24.0,36.0,28.0,23.0,7.0,4.0,9.0,1.0,9.0,24.0,7.0,7.0,33.0,11.0,28.0,48.0,217.0,86.0,22.0,6.0,47.0,21.0,11.0,5.0,39.0,46.0,56.0,23.0,78.0,854.0,186.0,222.0,91.0,36.0,0.0,61.0,54.0,205.0,44.0,2.0,46.0,23.0,0.0,49.0,25.0,22.0,24.0,2.0,35.0,195.0,32.0,34.0,22.0,4.0,1.0,4.0,10.0,40.0,8.0,17.0,0.0
Banking,143.0,0.0,4.0,110.0,11.0,45.0,480.0,37.0,10.0,25.0,23.0,67.0,38.0,210.0,381.0,42.0,65.0,57.0,53.0,160.0,293.0,91.0,208.0,59.0,74.0,27.0,61.0,71.0,167.0,17.0,96.0,244.0,110.0,290.0,175.0,1199.0,336.0,200.0,66.0,79.0,196.0,83.0,80.0,141.0,44.0,56.0,16.0,126.0,289.0,39.0,3399.0,3456.0,471.0,18604.0,386.0,151.0,1627.0,116.0,49.0,67.0,39.0,6.0,126.0,214.0,80.0,13.0,83.0,39.0,1360.0,176.0,391.0,383.0,55.0,15.0,18.0,87.0,284.0,10.0,51.0,0.0
Insurers&pensions,119.0,0.0,3.0,4.0,0.0,0.0,51.0,8.0,1.0,6.0,7.0,6.0,6.0,3.0,20.0,5.0,12.0,12.0,5.0,18.0,12.0,7.0,17.0,8.0,7.0,11.0,5.0,17.0,18.0,2.0,28.0,24.0,19.0,72.0,51.0,332.0,124.0,79.0,12.0,11.0,30.0,4.0,33.0,20.0,7.0,11.0,0.0,9.0,49.0,14.0,119.0,366.0,33.0,126.0,132.0,39.0,94.0,52.0,11.0,16.0,10.0,3.0,136.0,31.0,5.0,12.0,14.0,11.0,1257.0,19.0,7.0,10.0,1.0,1.0,0.0,6.0,2.0,4.0,18.0,0.0
Remainder Financial Services,10.0,0.0,0.0,1.0,0.0,1.0,22.0,1.0,0.0,1.0,3.0,7.0,1.0,1.0,24.0,0.0,6.0,2.0,4.0,2.0,9.0,12.0,6.0,4.0,3.0,1.0,2.0,1.0,6.0,2.0,0.0,2.0,2.0,4.0,1.0,50.0,19.0,11.0,3.0,0.0,8.0,14.0,5.0,11.0,1.0,4.0,0.0,3.0,4.0,3.0,1824.0,3428.0,0.0,77.0,11.0,8.0,82.0,5.0,5.0,0.0,2.0,2.0,36.0,3.0,3.0,2.0,2.0,4.0,82.0,32.0,66.0,58.0,1.0,1.0,2.0,0.0,19.0,0.0,11.0,0.0
Rental,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exploitation real estate,4.0,0.0,0.0,30.0,9.0,12.0,253.0,24.0,1.0,40.0,51.0,48.0,54.0,33.0,136.0,19.0,82.0,75.0,40.0,260.0,82.0,66.0,202.0,14.0,67.0,69.0,51.0,56.0,112.0,3.0,92.0,418.0,83.0,379.0,680.0,1052.0,4483.0,152.0,6.0,59.0,579.0,63.0,470.0,997.0,53.0,78.0,11.0,201.0,512.0,81.0,350.0,163.0,160.0,35.0,2025.0,510.0,703.0,284.0,112.0,176.0,49.0,13.0,162.0,259.0,69.0,16.0,76.0,60.0,116.0,265.0,139.0,876.0,18.0,15.0,1.0,78.0,132.0,24.0,206.0,0.0
Legal,256.0,0.0,5.0,6.0,3.0,4.0,231.0,11.0,1.0,9.0,12.0,39.0,23.0,9.0,225.0,22.0,42.0,13.0,21.0,64.0,81.0,69.0,75.0,31.0,20.0,15.0,16.0,39.0,55.0,12.0,21.0,94.0,83.0,125.0,71.0,1285.0,477.0,144.0,39.0,36.0,103.0,121.0,56.0,103.0,29.0,36.0,22.0,37.0,170.0,27.0,643.0,358.0,291.0,0.0,208.0,430.0,1852.0,89.0,27.0,263.0,96.0,4.0,43.0,270.0,64.0,8.0,27.0,157.0,1436.0,668.0,194.0,201.0,101.0,58.0,14.0,108.0,264.0,44.0,36.0,0.0
Holdings,93.0,0.0,2.0,80.0,17.0,51.0,945.0,97.0,16.0,78.0,49.0,292.0,89.0,69.0,1101.0,198.0,205.0,137.0,77.0,299.0,229.0,501.0,996.0,168.0,106.0,70.0,47.0,238.0,151.0,30.0,115.0,402.0,242.0,581.0,380.0,7292.0,912.0,753.0,184.0,193.0,519.0,587.0,230.0,268.0,157.0,165.0,80.0,447.0,1618.0,647.0,930.0,352.0,411.0,2.0,672.0,1496.0,4370.0,824.0,301.0,316.0,422.0,17.0,216.0,452.0,96.0,83.0,217.0,312.0,1260.0,253.0,195.0,174.0,56.0,38.0,4.0,66.0,204.0,16.0,63.0,0.0
Architecture,48.0,0.0,2.0,28.0,10.0,114.0,136.0,7.0,3.0,4.0,7.0,22.0,10.0,116.0,137.0,17.0,19.0,9.0,14.0,83.0,22.0,49.0,120.0,26.0,29.0,13.0,10.0,36.0,91.0,44.0,1.0,538.0,392.0,423.0,85.0,289.0,130.0,34.0,11.0,2.0,123.0,21.0,11.0,26.0,5.0,1.0,1.0,51.0,18.0,17.0,38.0,61.0,44.0,54.0,245.0,27.0,487.0,1331.0,27.0,22.0,34.0,2.0,25.0,27.0,24.0,3.0,7.0,12.0,604.0,45.0,20.0,8.0,9.0,7.0,4.0,9.0,60.0,4.0,11.0,0.0
Research,4.0,0.0,0.0,4.0,0.0,7.0,90.0,2.0,0.0,2.0,2.0,7.0,0.0,39.0,166.0,22.0,3.0,2.0,2.0,9.0,19.0,103.0,63.0,9.0,4.0,5.0,11.0,0.0,3.0,6.0,0.0,9.0,10.0,4.0,16.0,61.0,22.0,4.0,4.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,6.0,15.0,0.0,3.0,8.0,169.0,54.0,238.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Advertising,24.0,0.0,0.0,2.0,2.0,1.0,107.0,48.0,5.0,8.0,6.0,11.0,11.0,7.0,97.0,13.0,24.0,7.0,30.0,29.0,50.0,37.0,55.0,45.0,19.0,6.0,12.0,15.0,43.0,6.0,11.0,44.0,23.0,126.0,192.0,1477.0,633.0,55.0,19.0,27.0,46.0,21.0,41.0,104.0,95.0,226.0,24.0,104.0,344.0,59.0,255.0,109.0,72.0,0.0,124.0,158.0,367.0,91.0,32.0,914.0,47.0,6.0,79.0,156.0,47.0,11.0,33.0,95.0,432.0,76.0,42.0,52.0,30.0,16.0,21.0,44.0,59.0,6.0,35.0,0.0
Design,24.0,0.0,0.0,4.0,0.0,1.0,52.0,7.0,3.0,4.0,0.0,14.0,19.0,6.0,68.0,5.0,10.0,4.0,12.0,14.0,22.0,26.0,28.0,8.0,21.0,4.0,7.0,14.0,8.0,2.0,8.0,29.0,22.0,41.0,78.0,408.0,225.0,42.0,18.0,27.0,38.0,21.0,32.0,66.0,47.0,62.0,38.0,25.0,204.0,152.0,94.0,91.0,40.0,0.0,91.0,50.0,508.0,42.0,21.0,163.0,451.0,0.0,51.0,36.0,32.0,17.0,28.0,50.0,314.0,90.0,18.0,58.0,29.0,23.0,6.0,24.0,34.0,16.0,14.0,0.0
Veterinary,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,17.0,0.0,6.0,0.0,0.0,0.0,0.0
Rental of movable property,42.0,1.0,2.0,14.0,3.0,8.0,126.0,25.0,0.0,4.0,8.0,29.0,37.0,7.0,65.0,14.0,42.0,31.0,22.0,73.0,7.0,8.0,33.0,11.0,18.0,16.0,27.0,18.0,96.0,10.0,56.0,165.0,203.0,354.0,36.0,600.0,76.0,142.0,88.0,86.0,99.0,110.0,10.0,41.0,11.0,173.0,107.0,51.0,218.0,21.0,93.0,64.0,37.0,0.0,43.0,76.0,256.0,43.0,16.0,19.0,46.0,8.0,304.0,8.0,9.0,18.0,51.0,58.0,62.0,44.0,43.0,110.0,30.0,20.0,6.0,74.0,32.0,9.0,22.0,0.0
Employment Agencies,121.0,0.0,2.0,91.0,12.0,63.0,1448.0,96.0,6.0,78.0,80.0,79.0,83.0,44.0,397.0,138.0,244.0,230.0,194.0,675.0,181.0,188.0,918.0,447.0,298.0,84.0,69.0,355.0,591.0,45.0,283.0,320.0,212.0,1324.0,216.0,2377.0,853.0,973.0,177.0,56.0,953.0,194.0,250.0,410.0,100.0,51.0,34.0,169.0,85.0,58.0,510.0,256.0,188.0,0.0,341.0,287.0,1487.0,872.0,204.0,136.0,38.0,6.0,216.0,1517.0,52.0,120.0,362.0,379.0,1415.0,1315.0,367.0,607.0,17.0,10.0,2.0,108.0,80.0,36.0,79.0,0.0
Travel services,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,6.0,6.0,47.0,20.0,15.0,11.0,378.0,2.0,0.0,186.0,26.0,1.0,2.0,2.0,0.0,6.0,0.0,7.0,97.0,5.0,15.0,16.0,3.0,80.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,1990.0,0.0,2.0,1.0,34.0,15.0,3.0,3.0,25.0,16.0,17.0,80.0,7.0,0.0,1.0,0.0
Security,1.0,0.0,0.0,2.0,1.0,1.0,32.0,1.0,0.0,2.0,4.0,21.0,2.0,4.0,39.0,4.0,8.0,6.0,8.0,12.0,6.0,6.0,14.0,6.0,3.0,4.0,9.0,7.0,8.0,11.0,5.0,12.0,6.0,16.0,12.0,81.0,215.0,56.0,11.0,3.0,421.0,23.0,36.0,36.0,6.0,2.0,2.0,18.0,11.0,1.0,18.0,14.0,10.0,3.0,36.0,13.0,74.0,9.0,6.0,5.0,3.0,1.0,7.0,7.0,1.0,132.0,105.0,5.0,304.0,260.0,5.0,15.0,13.0,18.0,12.0,38.0,4.0,0.0,5.0,0.0
Cleaning,45.0,1.0,0.0,8.0,5.0,2.0,85.0,6.0,0.0,4.0,4.0,6.0,7.0,13.0,53.0,8.0,15.0,19.0,6.0,29.0,14.0,18.0,35.0,14.0,18.0,7.0,30.0,28.0,39.0,13.0,30.0,33.0,42.0,72.0,94.0,319.0,277.0,92.0,74.0,28.0,133.0,14.0,155.0,139.0,6.0,8.0,2.0,25.0,152.0,30.0,79.0,76.0,65.0,62.0,717.0,60.0,423.0,62.0,22.0,47.0,51.0,7.0,477.0,76.0,16.0,29.0,601.0,17.0,1401.0,812.0,272.0,319.0,121.0,116.0,23.0,163.0,127.0,6.0,44.0,0.0
Remaining Services,136.0,0.0,4.0,0.0,3.0,0.0,48.0,9.0,2.0,3.0,5.0,13.0,3.0,2.0,60.0,3.0,7.0,7.0,11.0,14.0,23.0,17.0,21.0,6.0,4.0,1.0,5.0,2.0,30.0,15.0,4.0,24.0,10.0,38.0,41.0,249.0,92.0,23.0,4.0,18.0,10.0,9.0,34.0,44.0,23.0,35.0,12.0,89.0,337.0,115.0,68.0,65.0,61.0,0.0,68.0,28.0,315.0,14.0,3.0,106.0,53.0,1.0,197.0,33.0,37.0,5.0,21.0,119.0,168.0,41.0,13.0,48.0,27.0,4.0,7.0,4.0,30.0,26.0,8.0,0.0
Public services,93.0,0.0,4.0,6.0,3.0,3.0,142.0,20.0,1.0,16.0,12.0,45.0,14.0,10.0,119.0,12.0,24.0,12.0,60.0,49.0,18.0,32.0,52.0,23.0,17.0,11.0,16.0,13.0,253.0,8.0,161.0,64.0,21.0,92.0,99.0,349.0,168.0,156.0,37.0,6.0,59.0,16.0,49.0,96.0,13.0,11.0,7.0,48.0,186.0,12.0,159.0,67.0,81.0,0.0,80.0,87.0,194.0,45.0,23.0,263.0,19.0,5.0,11.0,57.0,12.0,12.0,36.0,40.0,1052.0,220.0,376.0,459.0,16.0,8.0,6.0,52.0,37.0,5.0,25.0,0.0
Education,7.0,0.0,0.0,11.0,2.0,2.0,38.0,10.0,0.0,0.0,1.0,5.0,3.0,4.0,29.0,12.0,6.0,7.0,6.0,20.0,12.0,6.0,61.0,9.0,12.0,3.0,15.0,15.0,31.0,6.0,12.0,30.0,32.0,64.0,36.0,148.0,61.0,26.0,17.0,24.0,38.0,9.0,41.0,72.0,14.0,45.0,28.0,36.0,54.0,9.0,173.0,105.0,50.0,0.0,36.0,279.0,377.0,58.0,144.0,45.0,13.0,3.0,12.0,68.0,3.0,10.0,12.0,15.0,1331.0,643.0,316.0,260.0,170.0,30.0,5.0,67.0,64.0,1.0,12.0,0.0
Healthcare,8.0,0.0,0.0,3.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,4.0,2.0,7.0,6.0,0.0,4.0,5.0,3.0,13.0,6.0,2.0,11.0,3.0,1.0,2.0,1.0,4.0,5.0,0.0,3.0,11.0,6.0,18.0,21.0,83.0,36.0,20.0,0.0,1.0,10.0,6.0,6.0,12.0,1.0,1.0,1.0,4.0,29.0,1.0,18.0,10.0,8.0,0.0,9.0,13.0,14.0,16.0,5.0,7.0,0.0,0.0,0.0,33.0,12.0,2.0,3.0,5.0,1045.0,49.0,2332.0,591.0,2.0,1.0,0.0,8.0,8.0,8.0,4.0,0.0
Caretaking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,218.0,3.0,153.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Creative,2.0,0.0,0.0,1.0,0.0,1.0,17.0,11.0,0.0,2.0,2.0,2.0,3.0,2.0,7.0,1.0,2.0,4.0,10.0,5.0,8.0,3.0,6.0,3.0,4.0,2.0,6.0,5.0,8.0,0.0,2.0,8.0,5.0,12.0,10.0,50.0,57.0,10.0,7.0,0.0,6.0,1.0,36.0,88.0,13.0,192.0,104.0,13.0,45.0,2.0,22.0,19.0,10.0,0.0,17.0,15.0,97.0,13.0,9.0,38.0,3.0,0.0,273.0,27.0,30.0,4.0,7.0,4.0,50.0,18.0,16.0,5.0,816.0,43.0,19.0,25.0,34.0,2.0,2.0,0.0
Libraries&Archives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,9.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,5.0,4.0,0.0,2.0,12.0,0.0,37.0,2.0,26.0,0.0,0.0,0.0,2.0,64.0,0.0,9.0,33.0,101.0,0.0,16.0,6.0,0.0,0.0,0.0
Lotteries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
Sport,1.0,0.0,0.0,3.0,1.0,0.0,24.0,5.0,1.0,2.0,2.0,2.0,3.0,1.0,11.0,2.0,5.0,2.0,10.0,4.0,7.0,5.0,10.0,3.0,6.0,2.0,2.0,6.0,6.0,1.0,19.0,10.0,5.0,17.0,21.0,78.0,50.0,8.0,3.0,9.0,12.0,5.0,6.0,17.0,10.0,53.0,13.0,13.0,14.0,11.0,30.0,23.0,13.0,0.0,19.0,18.0,34.0,8.0,9.0,60.0,9.0,1.0,13.0,21.0,39.0,2.0,7.0,13.0,187.0,69.0,4.0,14.0,10.0,9.0,76.0,727.0,10.0,0.0,15.0,0.0
Hobby Associations,55.0,0.0,1.0,2.0,0.0,2.0,36.0,5.0,1.0,4.0,4.0,7.0,2.0,3.0,37.0,2.0,10.0,6.0,8.0,15.0,4.0,4.0,10.0,9.0,13.0,9.0,16.0,8.0,8.0,2.0,27.0,19.0,15.0,43.0,25.0,86.0,46.0,24.0,10.0,1.0,16.0,0.0,24.0,43.0,9.0,12.0,6.0,9.0,134.0,18.0,53.0,36.0,33.0,0.0,76.0,44.0,63.0,27.0,8.0,22.0,17.0,2.0,14.0,15.0,12.0,4.0,24.0,10.0,107.0,38.0,273.0,93.0,4.0,10.0,1.0,22.0,90.0,3.0,8.0,0.0
Reparation goods,2.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,9.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,4.0,0.0,5.0,2.0,0.0,0.0,2.0,3.0,2.0,5.0,4.0,9.0,2.0,11.0,18.0,5.0,7.0,16.0,4.0,2.0,3.0,4.0,2.0,0.0,0.0,10.0,37.0,25.0,15.0,9.0,3.0,0.0,71.0,8.0,37.0,22.0,0.0,18.0,2.0,0.0,3.0,4.0,2.0,0.0,7.0,0.0,15.0,7.0,5.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0
Remainder of Personal Service Provision,5.0,0.0,0.0,0.0,1.0,2.0,16.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,3.0,4.0,4.0,1.0,2.0,6.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,4.0,5.0,3.0,6.0,25.0,31.0,22.0,9.0,5.0,5.0,9.0,3.0,98.0,73.0,1.0,13.0,5.0,1.0,6.0,1.0,2.0,11.0,5.0,0.0,7.0,6.0,13.0,7.0,3.0,4.0,6.0,18.0,0.0,21.0,0.0,7.0,25.0,4.0,70.0,18.0,144.0,186.0,24.0,7.0,2.0,28.0,6.0,0.0,268.0,0.0
Households with personnel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
